,ID,Title,Author,Org
1885,441,Quantitative Measurement of Tool Embodiment for Virtual Reality Input Alternatives, Miguel A. Nacenta,University of St Andrews
1886,442,DMove: Directional Motion-based Interaction for Augmented Reality Head-Mounted Displays, Wenge Xu,Xi'an Jiaotong-Liverpool University
1887,442,DMove: Directional Motion-based Interaction for Augmented Reality Head-Mounted Displays, Hai-Ning Liang,Xi'an Jiaotong-Liverpool University
1888,442,DMove: Directional Motion-based Interaction for Augmented Reality Head-Mounted Displays, Yuxuan Zhao,Xi'an Jiaotong-Liverpool University
1889,442,DMove: Directional Motion-based Interaction for Augmented Reality Head-Mounted Displays, Difeng Yu,Xi'an Jiaotong-Liverpool University
1890,442,DMove: Directional Motion-based Interaction for Augmented Reality Head-Mounted Displays, Diego Monteiro,Xi'an Jiaotong-Liverpool University
1891,442,DMove: Directional Motion-based Interaction for Augmented Reality Head-Mounted Displays,,Xi'an Jiaotong-Liverpool University
1892,443,Trigger-Action Programming for Personalising Humanoid Robot Behaviour, Nicola Leonardi,CNR-ISTI
1893,443,Trigger-Action Programming for Personalising Humanoid Robot Behaviour, Marco Manca,CNR-ISTI
1894,443,Trigger-Action Programming for Personalising Humanoid Robot Behaviour, Fabio Paternò,CNR-ISTI
1895,443,Trigger-Action Programming for Personalising Humanoid Robot Behaviour, Carmen Santoro,CNR-ISTI
1896,444,Augmented Reality Views for Occluded Interaction, Klemen Lilija,University of Copenhagen
1897,444,Augmented Reality Views for Occluded Interaction, Henning Pohl,University of Copenhagen
1898,444,Augmented Reality Views for Occluded Interaction, Sebastian Boring,University of Copenhagen
1899,444,Augmented Reality Views for Occluded Interaction, Kasper Hornbæk,University of Copenhagen
1900,445,A is for Artificial Intelligence: The Impact of Artificial Intelligence Activities on Young Children's Perceptions of Robots, Randi Williams,Massachusetts Institute of Technology
1901,445,A is for Artificial Intelligence: The Impact of Artificial Intelligence Activities on Young Children's Perceptions of Robots, Hae Won Park,Massachusetts Institute of Technology
1902,445,A is for Artificial Intelligence: The Impact of Artificial Intelligence Activities on Young Children's Perceptions of Robots, Cynthia Breazeal,Massachusetts Institute of Technology
1903,446,i'sFree: Eyes-Free Gesture Typing via a Touch-Enabled Remote Control, Suwen Zhu,Stony Brook University
1904,446,i'sFree: Eyes-Free Gesture Typing via a Touch-Enabled Remote Control, Jingjie Zheng,Google
1905,446,i'sFree: Eyes-Free Gesture Typing via a Touch-Enabled Remote Control, Shumin Zhai,Google
1906,446,i'sFree: Eyes-Free Gesture Typing via a Touch-Enabled Remote Control, Xiaojun Bi,Stony Brook University
1907,447,Beyond Tutoring: Opportunities for Intergenerational Mentorship at a Community Level, Ye Yuan,University of Minnesota
1908,447,Beyond Tutoring: Opportunities for Intergenerational Mentorship at a Community Level, Svetlana Yarosh,University of Minnesota
1909,448,Beyond Dyadic Interactions: Considering Chatbots as Community Members, Joseph Seering,Carnegie Mellon University
1910,448,Beyond Dyadic Interactions: Considering Chatbots as Community Members, Michal Luria,Carnegie Mellon University
1911,448,Beyond Dyadic Interactions: Considering Chatbots as Community Members, Geoff Kaufman,Carnegie Mellon University
1912,448,Beyond Dyadic Interactions: Considering Chatbots as Community Members, Jessica Hammer,Carnegie Mellon University
1913,449,Face and Ecological Validity in Simulations: Lessons from Search-and-Rescue HRI, Lorin Dole,Cornell Tech
1914,449,Face and Ecological Validity in Simulations: Lessons from Search-and-Rescue HRI, Wendy Ju,Cornell Tech
1915,450,PaCaPa: A Handheld VR Device for Rendering Size Shape and Stiffness of Virtual Objects in Tool-based Interactions, Yuqian Sun,The University of Tokyo
1916,450,PaCaPa: A Handheld VR Device for Rendering Size Shape and Stiffness of Virtual Objects in Tool-based Interactions, Shigeo Yoshida,The University of Tokyo
1917,450,PaCaPa: A Handheld VR Device for Rendering Size Shape and Stiffness of Virtual Objects in Tool-based Interactions, Takuji Narumi,The University of Tokyo
1918,450,PaCaPa: A Handheld VR Device for Rendering Size Shape and Stiffness of Virtual Objects in Tool-based Interactions, Michitaka Hirose,The University of Tokyo
1919,451,Search as News Curator: The Role of Google in Shaping Attention to News Information, Daniel Trielli,Northwestern University
1920,451,Search as News Curator: The Role of Google in Shaping Attention to News Information, Nicholas Diakopoulos,Northwestern University
1921,452,./trilaterate: A Fabrication Pipeline to Design and 3D Print Hover- Touch- and Force-Sensitive Objects, Martin Schmitz,Technische Universitat Darmstadt
1922,452,./trilaterate: A Fabrication Pipeline to Design and 3D Print Hover- Touch- and Force-Sensitive Objects, Martin Stitz,Technische Universitat Darmstadt
1923,452,./trilaterate: A Fabrication Pipeline to Design and 3D Print Hover- Touch- and Force-Sensitive Objects, Florian Muller,Technische Universitat Darmstadt
1924,452,./trilaterate: A Fabrication Pipeline to Design and 3D Print Hover- Touch- and Force-Sensitive Objects, Markus Funk,Technische Universitat Darmstadt
1925,452,./trilaterate: A Fabrication Pipeline to Design and 3D Print Hover- Touch- and Force-Sensitive Objects, Max Muhlhauser,Technische Universitat Darmstadt
1926,453,Designing for Reproducibility: A Qualitative Study of Challenges and Opportunities in High Energy Physics, Sebastian S. Feger,Ludwig Maximilian University of Munich
1927,453,Designing for Reproducibility: A Qualitative Study of Challenges and Opportunities in High Energy Physics, Sunje Dallmeier-Tiessen,CERN
1928,453,Designing for Reproducibility: A Qualitative Study of Challenges and Opportunities in High Energy Physics, Albrecht Schmidt,Ludwig Maximilian University of Munich
1929,453,Designing for Reproducibility: A Qualitative Study of Challenges and Opportunities in High Energy Physics, Paweł W. Woźniak,Utrecht University
1930,454,Color Builder: A Direct Manipulation Interface for Versatile Color Theme Authoring, Maria Shugrina,University of Toronto
1931,454,Color Builder: A Direct Manipulation Interface for Versatile Color Theme Authoring, Wenjia Zhang,University of Toronto
1932,454,Color Builder: A Direct Manipulation Interface for Versatile Color Theme Authoring, Fanny Chevalier,University of Toronto
1933,454,Color Builder: A Direct Manipulation Interface for Versatile Color Theme Authoring, Sanja Fidler,University of Toronto
1934,454,Color Builder: A Direct Manipulation Interface for Versatile Color Theme Authoring, Karan Singh,University of Toronto
1935,455,A Review & Analysis of Mindfulness Research in HCI: Framing Current Lines of Research and Future Opportunities, Nađa Terzimehic,Ludwig Maximilian University of Munich
1936,455,A Review & Analysis of Mindfulness Research in HCI: Framing Current Lines of Research and Future Opportunities, Renate Hauslschmid,Ludwig Maximilian University of Munich
1937,455,A Review & Analysis of Mindfulness Research in HCI: Framing Current Lines of Research and Future Opportunities, Heinrich Hussmann,Ludwig Maximilian University of Munich
1938,455,A Review & Analysis of Mindfulness Research in HCI: Framing Current Lines of Research and Future Opportunities,,Ludwig Maximilian University of Munich
1939,455,A Review & Analysis of Mindfulness Research in HCI: Framing Current Lines of Research and Future Opportunities, m.c. schraefel,University of Southampton
1940,456,Making Healthcare Infrastructure Work: Unpacking the Infrastructuring Work of Individuals, Xinning Gui,University of California Irvine
1941,456,Making Healthcare Infrastructure Work: Unpacking the Infrastructuring Work of Individuals, Yunan Chen,University of California Irvine
1942,457,Like Popcorn: Crossmodal Correspondences Between Scents 3D Shapes and Emotions in Children, Oussama Metatla,University of Bristol
1943,457,Like Popcorn: Crossmodal Correspondences Between Scents 3D Shapes and Emotions in Children, Emanuela Maggioni,University of Sussex
1944,457,Like Popcorn: Crossmodal Correspondences Between Scents 3D Shapes and Emotions in Children, Clare Cullen,University of Bristol
1945,457,Like Popcorn: Crossmodal Correspondences Between Scents 3D Shapes and Emotions in Children, Marianna Obrist,University of Sussex
1946,458,Gamification in Science: A Study of Requirements in the Context of Reproducible Research, Sebastian S. Feger,Ludwig Maximilian University of Munich
1947,458,Gamification in Science: A Study of Requirements in the Context of Reproducible Research, Sunje Dallmeier-Tiessen,CERN
1948,458,Gamification in Science: A Study of Requirements in the Context of Reproducible Research, Paweł W. Woźniak,Utrecht University
1949,458,Gamification in Science: A Study of Requirements in the Context of Reproducible Research, Albrecht Schmidt,Ludwig Maximilian University of Munich
1950,459,Understanding the Shared Experience of Runners and Spectators in Long-Distance Running Events, Tao Bi,University College London
1951,459,Understanding the Shared Experience of Runners and Spectators in Long-Distance Running Events, Nadia Bianchi-Berthouze,University College London
1952,459,Understanding the Shared Experience of Runners and Spectators in Long-Distance Running Events, Aneesha Singh,University College London
1953,459,Understanding the Shared Experience of Runners and Spectators in Long-Distance Running Events, Enrico Costanza,University College London
1954,460,Local Standards for Anonymization Practices in Health Wellness Accessibility and Aging Research at CHI, Jacob Abbott,Indiana University
1955,460,Local Standards for Anonymization Practices in Health Wellness Accessibility and Aging Research at CHI, Haley MacLeod,Indiana University
1956,460,Local Standards for Anonymization Practices in Health Wellness Accessibility and Aging Research at CHI, Novia Nurain,Indiana University
1957,460,Local Standards for Anonymization Practices in Health Wellness Accessibility and Aging Research at CHI, Gustave Ekobe,Indiana University
1958,460,Local Standards for Anonymization Practices in Health Wellness Accessibility and Aging Research at CHI, Sameer Patil,Indiana University
1959,461,Dynamic Difficulty Adjustment Impact on Players' Confidence, Thomas Constant,Conservatoire National des Arts et Metiers
1960,461,Dynamic Difficulty Adjustment Impact on Players' Confidence, Guillaume Levieux,Conservatoire National des Arts et Metiers
1961,462,Continuous Alertness Assessments: Using EOG Glasses to Unobtrusively Monitor Fatigue Levels In-The-Wild, Benjamin Tag,Keio University
1962,462,Continuous Alertness Assessments: Using EOG Glasses to Unobtrusively Monitor Fatigue Levels In-The-Wild, Andrew W. Vargo,The Kyoto College of Graduate Studies for Informatics
1963,462,Continuous Alertness Assessments: Using EOG Glasses to Unobtrusively Monitor Fatigue Levels In-The-Wild, Aman Gupta,Keio University
1964,462,Continuous Alertness Assessments: Using EOG Glasses to Unobtrusively Monitor Fatigue Levels In-The-Wild, George Chernyshov,Keio University
1965,462,Continuous Alertness Assessments: Using EOG Glasses to Unobtrusively Monitor Fatigue Levels In-The-Wild, Kai Kunze,Keio University
1966,462,Continuous Alertness Assessments: Using EOG Glasses to Unobtrusively Monitor Fatigue Levels In-The-Wild, Tilman Dingler,University of Melbourne
1967,463,Everyone Brings Their Grain of Salt: Designing for Low-Literate Parental Engagement with a Mobile Literacy Technology in Cote d'Ivoire, Michael A. Madaio,Carnegie Mellon University
1968,463,Everyone Brings Their Grain of Salt: Designing for Low-Literate Parental Engagement with a Mobile Literacy Technology in Cote d'Ivoire, Fabrice Tanoh,Universite Felix Houphouet-Boigny
1969,463,Everyone Brings Their Grain of Salt: Designing for Low-Literate Parental Engagement with a Mobile Literacy Technology in Cote d'Ivoire, Axel Blahoua Seri,Institut de la Dignite et des Droits Humains
1970,463,Everyone Brings Their Grain of Salt: Designing for Low-Literate Parental Engagement with a Mobile Literacy Technology in Cote d'Ivoire, Kaja Jasinska,University of Delaware
1971,463,Everyone Brings Their Grain of Salt: Designing for Low-Literate Parental Engagement with a Mobile Literacy Technology in Cote d'Ivoire, Amy Ogan,Carnegie Mellon University
1972,464,Streaming Multi-Screens and YouTube: The New (Unsustainable) Ways of Watching in the Home, Kelly Widdicks,Lancaster University
1973,464,Streaming Multi-Screens and YouTube: The New (Unsustainable) Ways of Watching in the Home, Mike Hazas,Lancaster University
1974,464,Streaming Multi-Screens and YouTube: The New (Unsustainable) Ways of Watching in the Home, Oliver Bates,Lancaster University
1975,464,Streaming Multi-Screens and YouTube: The New (Unsustainable) Ways of Watching in the Home, Adrian Friday,Lancaster University
1976,465,Overcoming Distractions during Transitions from Break to Work using a Conversational Website-Blocking System, Vincent W.-S. Tseng,Cornell University
1977,465,Overcoming Distractions during Transitions from Break to Work using a Conversational Website-Blocking System, Matthew L. Lee,FX Palo Alto Laboratory
1978,465,Overcoming Distractions during Transitions from Break to Work using a Conversational Website-Blocking System, Laurent Denoue,FX Palo Alto Laboratory
1979,465,Overcoming Distractions during Transitions from Break to Work using a Conversational Website-Blocking System, Daniel Avrahami,FX Palo Alto Laboratory
1980,466,Techies Against Facebook: Understanding Negative Sentiment Toward Facebook via User Generated Content, Abu Saleh Md Noman,Indiana University
1981,466,Techies Against Facebook: Understanding Negative Sentiment Toward Facebook via User Generated Content, Sanchari Das,Indiana University
1982,466,Techies Against Facebook: Understanding Negative Sentiment Toward Facebook via User Generated Content, Sameer Patil,Indiana University
1983,467,Making Well-being: Exploring the Role of Makerspaces in Long Term Care Facilities, Kayla Carucci,University of Michigan
1984,467,Making Well-being: Exploring the Role of Makerspaces in Long Term Care Facilities, Kentaro Toyama,University of Michigan
1985,468,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers, Andrew B. L. Berry,University of Washington
1986,468,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers, Catherine Y. Lim,Kaiser Permanente Washington Health Research Institute
1987,468,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers, Tad Hirsch,Northeastern University
1988,468,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers, Andrea L. Hartzler,University of Washington
1989,468,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers, Linda M. Kiel,Kaiser Permanente Washington Health Research Institute
1990,468,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers, Zoe A. Bermet,Kaiser Permanente Washington Health Research Institute
1991,468,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers, James D. Ralston,Kaiser Permanente Washington Health Research Institute
1992,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Shuai Ma,University of Chinese Academy of Sciences
1993,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Zijun Wei,Stony Brook University
1994,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Feng Tian,Adobe Research
1995,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Xiangmin Fan (University of Chinese Academy of,Adobe Research
1996,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Sciences),Adobe Research
1997,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Jianming Zhang,Adobe Research
1998,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Xiaohui Shen,ByteDance AI Lab
1999,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Zhe Lin,Adobe Research
2000,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Jin Huang,University of Chinese Academy of Sciences
2001,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Radomir Měch,Adobe Research
2002,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Dimitris Samaras,Stony Brook University
2003,469,SmartEye: Assisting Instant Photo Taking via Integrating User Preference with Deep View Proposal Network, Hongan Wang,University of Chinese Academy of Sciences
2004,470,People Who Can Take It: How Women Wikipedians Negotiate and Navigate Safety, Amanda Menking,University of Washington
2005,470,People Who Can Take It: How Women Wikipedians Negotiate and Navigate Safety, Ingrid Erickson,Syracuse University
2006,470,People Who Can Take It: How Women Wikipedians Negotiate and Navigate Safety, Wanda Pratt,University of Washington
2007,471,SuperVision: Playing with Gaze Aversion and Peripheral Vision, Argenis Ramirez Gomez,Lancaster University
2008,471,SuperVision: Playing with Gaze Aversion and Peripheral Vision, Hans Gellersen,Lancaster University
2009,472,Psychologically Inclusive Design: Cues Impact Women's Participation in STEM Education, Rene F. Kizilcec,Cornell University
2010,472,Psychologically Inclusive Design: Cues Impact Women's Participation in STEM Education, Andrew J. Saltarelli,Stanford University
2011,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Leigh Clark,University College Dublin
2012,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Nadia Pantidi,University College Cork
2013,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Orla Cooney,University College Dublin
2014,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Philip Doyle,Voysis
2015,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Diego Garaialde,University College Dublin
2016,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Justin Edwards,University College Dublin
2017,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Brendan Spillane,Trinity College Dublin
2018,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Emer Gilmartin,Trinity College Dublin
2019,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Christine Murad,University of Toronto
2020,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Cosmin Munteanu,University of Toronto
2021,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Vincent Wade,Trinity College Dublin
2022,473,What Makes a Good Conversation? Challenges in Designing Truly Conversational Agents, Benjamin R. Cowan,University College Dublin
2023,474,Encumbered Interaction: A Study of Musicians Preparing to Perform, Juan Pablo Martinez Avila,The University of Nottingham
2024,474,Encumbered Interaction: A Study of Musicians Preparing to Perform, Chris Greenhalgh,The University of Nottingham
2025,474,Encumbered Interaction: A Study of Musicians Preparing to Perform, Adrian Hazzard,The University of Nottingham
2026,474,Encumbered Interaction: A Study of Musicians Preparing to Perform, Steve Benford,The University of Nottingham
2027,474,Encumbered Interaction: A Study of Musicians Preparing to Perform, Alan Chamberlain,The University of Nottingham
2028,475,Mind the Tap: Assessing Foot-Taps for Interacting with Head-Mounted Displays, Florian Muller,TU Darmsatdt
2029,475,Mind the Tap: Assessing Foot-Taps for Interacting with Head-Mounted Displays, Joshua McManus,Simon Fraser University
2030,475,Mind the Tap: Assessing Foot-Taps for Interacting with Head-Mounted Displays, Sebastian Gunther,TU Darmstadt
2031,475,Mind the Tap: Assessing Foot-Taps for Interacting with Head-Mounted Displays, Martin Schmitz,TU Darmstadt
2032,475,Mind the Tap: Assessing Foot-Taps for Interacting with Head-Mounted Displays, Max Muhlhauser,TU Darmstadt
2033,475,Mind the Tap: Assessing Foot-Taps for Interacting with Head-Mounted Displays, Markus Funk,TU Darmstadt
2034,476,Only one item left? Heuristic Information Trumps Calorie Count When Supporting Healthy Snacking Under Low Self-Control, Daniel Reinhardt,Ulius-Maximilians-Universitat
2035,476,Only one item left? Heuristic Information Trumps Calorie Count When Supporting Healthy Snacking Under Low Self-Control, Jorn Hurtienne,Ulius-Maximilians-Universitat
2036,477,Some Prior(s) Experience Necessary: Templates for Getting Started With Bayesian Analysis, Chanda Phelan,University of Michigan
2037,477,Some Prior(s) Experience Necessary: Templates for Getting Started With Bayesian Analysis, Jessica Hullman,Northwestern University
2038,477,Some Prior(s) Experience Necessary: Templates for Getting Started With Bayesian Analysis, Matthew Kay,University of Michigan
2039,477,Some Prior(s) Experience Necessary: Templates for Getting Started With Bayesian Analysis, Paul Resnick,University of Michigan
2040,478,Parting the Red Sea: Sociotechnical Systems and Lived Experiences of Menopause, Amanda Lazar,University of Maryland College Park
2041,478,Parting the Red Sea: Sociotechnical Systems and Lived Experiences of Menopause, Norman Makoto Su,Indiana University
2042,478,Parting the Red Sea: Sociotechnical Systems and Lived Experiences of Menopause, Jeffrey Bardzell,Indiana University
2043,478,Parting the Red Sea: Sociotechnical Systems and Lived Experiences of Menopause, Shaowen Bardzell,Indiana University
2044,479,Turn to the Self in Human-Computer Interaction: Care of the Self in Negotiating the Human-Technology Relationship, Yubo Kou,Florida State University
2045,479,Turn to the Self in Human-Computer Interaction: Care of the Self in Negotiating the Human-Technology Relationship, Xinning Gui,University of California Irvine
2046,479,Turn to the Self in Human-Computer Interaction: Care of the Self in Negotiating the Human-Technology Relationship, Yunan Chen,University of California Irvine
2047,479,Turn to the Self in Human-Computer Interaction: Care of the Self in Negotiating the Human-Technology Relationship, Bonnie Nardi,University of California Irvine
2048,480,Engaging High School Students in Cameroon with Exam Practice Quizzes via SMS and WhatsApp, Anthony Poon,Cornell University
2049,480,Engaging High School Students in Cameroon with Exam Practice Quizzes via SMS and WhatsApp, Sarah Giroux,Cornell University
2050,480,Engaging High School Students in Cameroon with Exam Practice Quizzes via SMS and WhatsApp, Parfait Eloundou-Enyegue,Cornell University
2051,480,Engaging High School Students in Cameroon with Exam Practice Quizzes via SMS and WhatsApp, Francois Guimbretiere,Cornell University
2052,480,Engaging High School Students in Cameroon with Exam Practice Quizzes via SMS and WhatsApp, Nicola Dell,Cornell Tech
2053,481,VARI-SOUND: A Varifocal Lens for Sound, Gianluca Memoli,University of Sussex
2054,481,VARI-SOUND: A Varifocal Lens for Sound, Letizia Chisari,University of Sussex
2055,481,VARI-SOUND: A Varifocal Lens for Sound, Jonathan P. Eccles,University of Sussex
2056,481,VARI-SOUND: A Varifocal Lens for Sound, Mihai Caleap,University of Bristol
2057,481,VARI-SOUND: A Varifocal Lens for Sound, Bruce W. Drinkwater,University of Bristol
2058,481,VARI-SOUND: A Varifocal Lens for Sound, Sriram Subramanian,University of Sussex
2059,482,Co-Performing Agent: Design for Building User-Agent Partnership in Learning and Adaptive Services, Da-jung Kim,Korea Advanced Institute of Science and Technology
2060,482,Co-Performing Agent: Design for Building User-Agent Partnership in Learning and Adaptive Services, Youn-kyung Lim,Korea Advanced Institute of Science and Technology
2061,483,Leveraging Distal Vibrotactile Feedback for Target Acquisition, Jay Henderson,University of Waterloo
2062,483,Leveraging Distal Vibrotactile Feedback for Target Acquisition, Jeff Avery,University of Waterloo
2063,483,Leveraging Distal Vibrotactile Feedback for Target Acquisition, Laurent Grisoni,University of Lille
2064,483,Leveraging Distal Vibrotactile Feedback for Target Acquisition, Edward Lank,INRIA
2065,484,Designing for the Infrastructure of the Supply Chain of Malay Handwoven Songket in Terengganu, Min Zhang,Lancaster University
2066,484,Designing for the Infrastructure of the Supply Chain of Malay Handwoven Songket in Terengganu, Corina Sas,Lancaster University
2067,484,Designing for the Infrastructure of the Supply Chain of Malay Handwoven Songket in Terengganu, Zoe Lambert,Lancaster University
2068,484,Designing for the Infrastructure of the Supply Chain of Malay Handwoven Songket in Terengganu, Masitah Ahmad,Universiti Teknologi MARA
2069,485,Let Me Explain: Impact of Personal and Impersonal Explanations on Trust in Recommender Systems, Johannes Kunkel,University of Duisburg-Essen
2070,485,Let Me Explain: Impact of Personal and Impersonal Explanations on Trust in Recommender Systems, Tim Donkers,University of Duisburg-Essen
2071,485,Let Me Explain: Impact of Personal and Impersonal Explanations on Trust in Recommender Systems, Lisa Michael,University of Duisburg-Essen
2072,485,Let Me Explain: Impact of Personal and Impersonal Explanations on Trust in Recommender Systems, Catalin-Mihai Barbu,University of Duisburg-Essen
2073,485,Let Me Explain: Impact of Personal and Impersonal Explanations on Trust in Recommender Systems, Jurgen Ziegler,University of Duisburg-Essen
2074,486,Springlets: Expressive Flexible and Silent On-Skin Tactile Interfaces, Nur Al-huda Hamdan,RWTH Aachen University
2075,486,Springlets: Expressive Flexible and Silent On-Skin Tactile Interfaces, Adrian Wagner,RWTH Aachen University
2076,486,Springlets: Expressive Flexible and Silent On-Skin Tactile Interfaces, Simon Voelker,RWTH Aachen University
2077,486,Springlets: Expressive Flexible and Silent On-Skin Tactile Interfaces, Jurgen Steimle,Saarland University
2078,486,Springlets: Expressive Flexible and Silent On-Skin Tactile Interfaces, Jan Borchers,RWTH Aachen University
2079,487,Can you believe [1:21]?!: Content and Time-Based Reference Patterns in Video Comments, Matin Yarmand,University of British Columbia
2080,487,Can you believe [1:21]?!: Content and Time-Based Reference Patterns in Video Comments, Dongwook Yoon,University of British Columbia
2081,487,Can you believe [1:21]?!: Content and Time-Based Reference Patterns in Video Comments, Samuel Dodson,University of British Columbia
2082,487,Can you believe [1:21]?!: Content and Time-Based Reference Patterns in Video Comments, Ido Roll,University of British Columbia
2083,487,Can you believe [1:21]?!: Content and Time-Based Reference Patterns in Video Comments, Sidney S. Fels,University of British Columbia
2084,488,Do We Care About Diversity in Human Computer Interaction: A Comprehensive Content Analysis on Diversity Dimensions in Research, Julia Himmelsbach,AIT Austrian Institute of Technology GmbH
2085,488,Do We Care About Diversity in Human Computer Interaction: A Comprehensive Content Analysis on Diversity Dimensions in Research, Stephanie Schwarz,AIT Austrian Institute of Technology GmbH
2086,488,Do We Care About Diversity in Human Computer Interaction: A Comprehensive Content Analysis on Diversity Dimensions in Research, Cornelia Gerdenitsch,AIT Austrian Institute of Technology GmbH
2087,488,Do We Care About Diversity in Human Computer Interaction: A Comprehensive Content Analysis on Diversity Dimensions in Research, Beatrix Wais-Zechmann,AIT Austrian Institute of Technology GmbH
2088,488,Do We Care About Diversity in Human Computer Interaction: A Comprehensive Content Analysis on Diversity Dimensions in Research, Jan Bobeth,AIT Austrian Institute of Technology GmbH
2089,488,Do We Care About Diversity in Human Computer Interaction: A Comprehensive Content Analysis on Diversity Dimensions in Research, Manfred Tscheligi,AIT Austrian Institute of Technology GmbH
2090,489,Gaze-Guided Narratives: Adapting Audio Guide Content to Gaze in Virtual and Real Environments, Tiffany C.K. Kwok,ETH Zurich
2091,489,Gaze-Guided Narratives: Adapting Audio Guide Content to Gaze in Virtual and Real Environments, Peter Kiefer,ETH Zurich
2092,489,Gaze-Guided Narratives: Adapting Audio Guide Content to Gaze in Virtual and Real Environments, Victor R. Schinazi,ETH Zurich
2093,489,Gaze-Guided Narratives: Adapting Audio Guide Content to Gaze in Virtual and Real Environments, Benjamin Adams,University of Canterbury
2094,489,Gaze-Guided Narratives: Adapting Audio Guide Content to Gaze in Virtual and Real Environments, Martin Raubal,ETH Zurich
2095,490,StoryBlocks: A Tangible Programming Game To Create Accessible Audio Stories, Varsha Koushik,University of Colorado Boulder
2096,490,StoryBlocks: A Tangible Programming Game To Create Accessible Audio Stories, Darren Guinness,University of Colorado Boulder
2097,490,StoryBlocks: A Tangible Programming Game To Create Accessible Audio Stories, Shaun K. Kane,University of Colorado Boulder
2098,491,Managerial Visions: Stories of Upgrading and Maintaining the Public Restroom with IoT, Sarah E. Fox,University of California San Diego
2099,491,Managerial Visions: Stories of Upgrading and Maintaining the Public Restroom with IoT, Kiley Sobel,University of Washington
2100,491,Managerial Visions: Stories of Upgrading and Maintaining the Public Restroom with IoT, Daniela K. Rosner,University of Washington
2101,492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms, Motahhare Eslami,University of Illinois at Urbana-Champaign
2102,492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms, Kristen Vaccaro,University of Illinois at Urbana-Champaign
2103,492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms, Min Kyung Lee,Carnegie Mellon University
2104,492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms, Amit Elazari Bar On,University of California Berkeley
2105,492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms, Eric Gilbert,University of Michigan
2106,492,User Attitudes towards Algorithmic Opacity and Transparency in Online Reviewing Platforms, Karrie Karahalios,University of Illinois at Urbana-Champaign
2107,493,"Examining the ""Global"" Language of Emojis: Designing for Cultural Representation", Philippe Kimura-Thollander,Georgia Institute of Technology
2108,493,"Examining the ""Global"" Language of Emojis: Designing for Cultural Representation", Neha Kumar,Georgia Institute of Technology
2109,494,Time to Scale: Generalizable Affect Detection for Tens of Thousands of Students across An Entire School Year, Stephen Hutt,University of Colorado Boulder
2110,494,Time to Scale: Generalizable Affect Detection for Tens of Thousands of Students across An Entire School Year, Joseph F. Grafsgaard,University of Colorado Boulder
2111,494,Time to Scale: Generalizable Affect Detection for Tens of Thousands of Students across An Entire School Year, Sidney K. D'Mello,University of Colorado Boulder
2112,495,Eye-Write: Gaze Sharing for Collaborative Writing, Grete Helena Kutt,Pomona College
2113,495,Eye-Write: Gaze Sharing for Collaborative Writing, Kevin Lee,Pomona College
2114,495,Eye-Write: Gaze Sharing for Collaborative Writing, Ethan Hardacre,Pomona College
2115,495,Eye-Write: Gaze Sharing for Collaborative Writing, Alexandra Papoutsaki,Pomona College
