"","ID","Title","Author","new$Organization"
"1379",318,"Pseudo-Haptic Weight: Changing the Perceived Weight of Virtual Objects By Manipulating Control-Display Ratio"," Elia Gatti",NA
"1380",318,"Pseudo-Haptic Weight: Changing the Perceived Weight of Virtual Objects By Manipulating Control-Display Ratio"," Anne Hermes",NA
"1381",318,"Pseudo-Haptic Weight: Changing the Perceived Weight of Virtual Objects By Manipulating Control-Display Ratio"," Hrvoje Benko",NA
"1382",318,"Pseudo-Haptic Weight: Changing the Perceived Weight of Virtual Objects By Manipulating Control-Display Ratio"," Cesare Parise","Facebook Reality Labs"
"1383",319,"EnhancedTouchX: Smart Bracelets for Augmenting Interpersonal Touch Interactions"," Taku Hachisu",NA
"1384",319,"EnhancedTouchX: Smart Bracelets for Augmenting Interpersonal Touch Interactions"," Baptiste Bourreau",NA
"1385",319,"EnhancedTouchX: Smart Bracelets for Augmenting Interpersonal Touch Interactions"," Kenji Suzuki","University of Tsukuba"
"1386",320,"Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience"," Aloha Hufana Ambe",NA
"1387",320,"Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience"," Margot Brereton",NA
"1388",320,"Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience"," Alessandro Soro",NA
"1389",320,"Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience"," Min Zhen Chai",NA
"1390",320,"Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience"," Laurie Buys",NA
"1391",320,"Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience"," Paul Roe",NA
"1392",320,"Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience","","Queensland University of Technology"
"1393",321,"Brick: Toward A Model for Designing Synchronous Colocated Augmented Reality Games"," Po Bhattacharyya",NA
"1394",321,"Brick: Toward A Model for Designing Synchronous Colocated Augmented Reality Games"," Radha Nath",NA
"1395",321,"Brick: Toward A Model for Designing Synchronous Colocated Augmented Reality Games"," Yein Jo",NA
"1396",321,"Brick: Toward A Model for Designing Synchronous Colocated Augmented Reality Games"," Ketki Jadhav",NA
"1397",321,"Brick: Toward A Model for Designing Synchronous Colocated Augmented Reality Games"," Jessica Hammer","Carnegie Mellon University"
"1398",322,"Instrumenting and Analyzing Fabrication Activities Users and Expertise"," Jun Gong","Autodesk Research & Dartmouth College"
"1399",322,"Instrumenting and Analyzing Fabrication Activities Users and Expertise"," Fraser Anderson",NA
"1400",322,"Instrumenting and Analyzing Fabrication Activities Users and Expertise"," George Fitzmaurice","Autodesk Research"
"1401",322,"Instrumenting and Analyzing Fabrication Activities Users and Expertise"," Tovi Grossman","Autodesk Research & University of Toronto"
"1402",323,"Scaptics and Highlight-Planes: Immersive Interaction Techniques for Finding Occluded Features in 3D Scatterplots"," Arnaud Prouzeau",NA
"1403",323,"Scaptics and Highlight-Planes: Immersive Interaction Techniques for Finding Occluded Features in 3D Scatterplots"," Maxime Cordeil",NA
"1404",323,"Scaptics and Highlight-Planes: Immersive Interaction Techniques for Finding Occluded Features in 3D Scatterplots"," Clement Robin",NA
"1405",323,"Scaptics and Highlight-Planes: Immersive Interaction Techniques for Finding Occluded Features in 3D Scatterplots"," Barrett Ens","Monash University"
"1406",323,"Scaptics and Highlight-Planes: Immersive Interaction Techniques for Finding Occluded Features in 3D Scatterplots"," Bruce H. Thomas","University of South Australia"
"1407",323,"Scaptics and Highlight-Planes: Immersive Interaction Techniques for Finding Occluded Features in 3D Scatterplots"," Tim Dwyer","Monash University"
"1408",324,"ChewIt. An Intraoral Interface for Discreet Interactions"," Pablo Gallego Cascon","University of Auckland"
"1409",324,"ChewIt. An Intraoral Interface for Discreet Interactions"," Denys J.C. Matthies","Auckland Bioengineering Institute"
"1410",324,"ChewIt. An Intraoral Interface for Discreet Interactions"," Sachith Muthukumarana","University of Auckland"
"1411",324,"ChewIt. An Intraoral Interface for Discreet Interactions"," Suranga Nanayakkara","The University of Auckland"
"1412",325,"The Scale and Structure of Personal File Collections"," Jesse David Dinneen","Victoria University of Wellington"
"1413",325,"The Scale and Structure of Personal File Collections"," Charles-Antoine Julien",NA
"1414",325,"The Scale and Structure of Personal File Collections"," Ilja Frissen","McGill University"
"1415",326,"The Effects of Interruption Timings on Autonomous Height-Adjustable Desks that Respond to Task Changes"," Bokyung Lee","Korea Advanced Institute of Science and Technology"
"1416",326,"The Effects of Interruption Timings on Autonomous Height-Adjustable Desks that Respond to Task Changes"," Sindy Wu","University of Florida"
"1417",326,"The Effects of Interruption Timings on Autonomous Height-Adjustable Desks that Respond to Task Changes"," Maria Reyes",NA
"1418",326,"The Effects of Interruption Timings on Autonomous Height-Adjustable Desks that Respond to Task Changes"," Daniel Saakes","Korea Advanced Institute of Science and Technology"
"1419",327,"SurfaceSight: A New Spin on Touch User and Object Sensing for IoT Experiences"," Gierad Laput",NA
"1420",327,"SurfaceSight: A New Spin on Touch User and Object Sensing for IoT Experiences"," Chris Harrison","Carnegie Mellon University"
"1421",328,"Conservation of Procrastination: Do Productivity Interventions Save Time Or Just Redistribute It?"," Geza Kovacs",NA
"1422",328,"Conservation of Procrastination: Do Productivity Interventions Save Time Or Just Redistribute It?"," Drew Mylander Gregory","Stanford University"
"1423",328,"Conservation of Procrastination: Do Productivity Interventions Save Time Or Just Redistribute It?"," Zilin Ma","Bucknell University"
"1424",328,"Conservation of Procrastination: Do Productivity Interventions Save Time Or Just Redistribute It?"," Zhengxuan Wu",NA
"1425",328,"Conservation of Procrastination: Do Productivity Interventions Save Time Or Just Redistribute It?"," Golrokh Emami",NA
"1426",328,"Conservation of Procrastination: Do Productivity Interventions Save Time Or Just Redistribute It?"," Jacob Ray",NA
"1427",328,"Conservation of Procrastination: Do Productivity Interventions Save Time Or Just Redistribute It?"," Michael S. Bernstein","Stanford University"
"1428",329,"Understanding Law Enforcement Strategies and Needs for Combating Human Trafficking"," Julia Deeb-Swihart",NA
"1429",329,"Understanding Law Enforcement Strategies and Needs for Combating Human Trafficking"," Alex Endert",NA
"1430",329,"Understanding Law Enforcement Strategies and Needs for Combating Human Trafficking"," Amy Bruckman","Georgia Institute of Technology"
"1431",330,"Vocal Shortcuts for Creative Experts"," Yea-Seul Kim","University of Washington"
"1432",330,"Vocal Shortcuts for Creative Experts"," Mira Dontcheva","Adobe Research"
"1433",330,"Vocal Shortcuts for Creative Experts"," Eytan Adar","University of Michigan"
"1434",330,"Vocal Shortcuts for Creative Experts"," Jessica Hullman","Northwestern University"
"1435",331,"Rumors and Collective Sensemaking: Managing Ambiguity in an Informal Marketplace"," Priyank Chandra",NA
"1436",331,"Rumors and Collective Sensemaking: Managing Ambiguity in an Informal Marketplace"," Joyojeet Pal","University of Michigan"
"1437",332,"Temporal Rhythms and Patterns of Electronic Documentation in Time-Critical Medical Work"," Swathi Jagannath",NA
"1438",332,"Temporal Rhythms and Patterns of Electronic Documentation in Time-Critical Medical Work"," Aleksandra Sarcevic",NA
"1439",332,"Temporal Rhythms and Patterns of Electronic Documentation in Time-Critical Medical Work"," Victoria Young","Drexel University"
"1440",332,"Temporal Rhythms and Patterns of Electronic Documentation in Time-Critical Medical Work"," Sage Myers","The Children's Hospital of Philadelphia"
"1441",333,"Personas and Identity: Looking at Multiple Identities to Inform the Construction of Personas"," Nicola Marsden",NA
"1442",333,"Personas and Identity: Looking at Multiple Identities to Inform the Construction of Personas"," Monika Probster","Heilbronn University"
"1443",334,"Hands Holding Clues for Object Recognition in Teachable Machines"," Kyungjun Lee",NA
"1444",334,"Hands Holding Clues for Object Recognition in Teachable Machines"," Hernisa Kacorri","University of Maryland College Park"
"1445",335,"Friending to Flame: How Social Features Affect Player Behaviours in an Online Collectible Card Game"," Selen Turkay",NA
"1446",335,"Friending to Flame: How Social Features Affect Player Behaviours in an Online Collectible Card Game"," Sonam Adinolf","Queensland University of Technology"
"1447",336,"Sensing Fine-Grained Hand Activity with Smartwatches"," Gierad Laput",NA
"1448",336,"Sensing Fine-Grained Hand Activity with Smartwatches"," Chris Harrison","Carnegie Mellon University"
"1449",337,"Human-Computer Insurrection: Notes on an Anarchist HCI"," Os Keyes",NA
"1450",337,"Human-Computer Insurrection: Notes on an Anarchist HCI"," Josephine Hoy",NA
"1451",337,"Human-Computer Insurrection: Notes on an Anarchist HCI"," Margaret Drouhard","University of Washington"
"1452",338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources"," Kimia Kiani",NA
"1453",338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources"," George Cui","Simon Fraser University"
"1454",338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources"," Andrea Bunt","University of Manitoba"
"1455",338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources"," Joanna McGrenere","University of British Columbia"
"1456",338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources"," Parmit K. Chilana","Simon Fraser University"
"1457",339,"City Explorer: The Design and Evaluation of a Location-Based Community Information System"," Carolyn Pang",NA
"1458",339,"City Explorer: The Design and Evaluation of a Location-Based Community Information System"," Rui Pan",NA
"1459",339,"City Explorer: The Design and Evaluation of a Location-Based Community Information System"," Carman Neustaedter",NA
"1460",339,"City Explorer: The Design and Evaluation of a Location-Based Community Information System"," Kate Hennessy","Simon Fraser University"
"1461",340,"Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis"," Hana Vrzakova",NA
"1462",340,"Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis"," Mary Jean Amon",NA
"1463",340,"Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis"," Angela E. B. Stewart",NA
"1464",340,"Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis"," Sidney K. D'Mello","University of Colorado Boulder"
"1465",341,"Upside and Downside Risk in Online Security for Older Adults with Mild Cognitive Impairment"," Helena M. Mentis",NA
"1466",341,"Upside and Downside Risk in Online Security for Older Adults with Mild Cognitive Impairment"," Galina Madjaroff",NA
"1467",341,"Upside and Downside Risk in Online Security for Older Adults with Mild Cognitive Impairment"," Aaron K. Massey","University of Maryland"
"1468",342,"Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities"," Diyi Yang",NA
"1469",342,"Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities"," Robert E. Kraut","Carnegie Mellon University"
"1470",342,"Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities"," Tenbroeck Smith","American Cancer Society"
"1471",342,"Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities"," Elijah Mayfield","Carnegie Mellon University"
"1472",342,"Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities"," Dan Jurafsky","Stanford University"
"1473",343,"AdaCAD: Crafting Software For Smart Textiles Design"," Mikhaila Friske",NA
"1474",343,"AdaCAD: Crafting Software For Smart Textiles Design"," Shanel Wu",NA
"1475",343,"AdaCAD: Crafting Software For Smart Textiles Design"," Laura Devendorf","University of Colorado Boulder"
"1476",344,"Trust and Recall of Information across Varying Degrees of Title-Visualization Misalignment"," Ha-Kyung Kong","University of Illinois at Urbana-Champaign"
"1477",344,"Trust and Recall of Information across Varying Degrees of Title-Visualization Misalignment"," Zhicheng Liu","Adobe Research"
"1478",344,"Trust and Recall of Information across Varying Degrees of Title-Visualization Misalignment"," Karrie Karahalios","Adobe Research & University of Illinois at Urbana-Champaign"
"1479",345,"RealityCheck: Blending Virtual Environments with Situated Physical Reality"," Jeremy Hartmann","University of Waterloo & Microsoft Research"
"1480",345,"RealityCheck: Blending Virtual Environments with Situated Physical Reality"," Christian Holz",NA
"1481",345,"RealityCheck: Blending Virtual Environments with Situated Physical Reality"," Eyal Ofek",NA
"1482",345,"RealityCheck: Blending Virtual Environments with Situated Physical Reality"," Andrew D. Wilson","Microsoft Research"
"1483",346,"Lost in Style: Gaze-driven Adaptive Aid for VR Navigation"," Rawan Alghofaili","George Mason University"
"1484",346,"Lost in Style: Gaze-driven Adaptive Aid for VR Navigation"," Yasuhito Sawahata","Japan Broadcasting Corporation"
"1485",346,"Lost in Style: Gaze-driven Adaptive Aid for VR Navigation"," Haikun Huang","University of Massachusetts Boston"
"1486",346,"Lost in Style: Gaze-driven Adaptive Aid for VR Navigation"," Hsueh-Cheng Wang","National Chiao Tung University"
"1487",346,"Lost in Style: Gaze-driven Adaptive Aid for VR Navigation"," Takaaki Shiratori","Facebook"
"1488",346,"Lost in Style: Gaze-driven Adaptive Aid for VR Navigation"," Lap-Fai Yu","George Mason University"
"1489",347,"If It's Important It Will Be A Headline: Cybersecurity Information Seeking in Older Adults"," James Nicholson",NA
"1490",347,"If It's Important It Will Be A Headline: Cybersecurity Information Seeking in Older Adults"," Lynne Coventry",NA
"1491",347,"If It's Important It Will Be A Headline: Cybersecurity Information Seeking in Older Adults"," Pamela Briggs","Northumbria University"
"1492",348,"Engaging Lived and Virtual Realities"," Aditya Vishwanath","Stanford University"
"1493",348,"Engaging Lived and Virtual Realities"," Naveena Karusala","University of Washington"
"1494",348,"Engaging Lived and Virtual Realities"," Marisol Wong-Villacres",NA
"1495",348,"Engaging Lived and Virtual Realities"," Neha Kumar","Georgia Institute of Technology"
"1496",349,"Alternative Avenues for IoT: Designing with Non-Stereotypical Homes"," Audrey Desjardins",NA
"1497",349,"Alternative Avenues for IoT: Designing with Non-Stereotypical Homes"," Jeremy E. Viny",NA
"1498",349,"Alternative Avenues for IoT: Designing with Non-Stereotypical Homes"," Cayla Key",NA
"1499",349,"Alternative Avenues for IoT: Designing with Non-Stereotypical Homes"," Nouela Johnston","University of Washington"
"1500",350,"Collaborative Futures: Co-Designing Research Methods for Younger People Living with Dementia"," Jeanette Bell",NA
"1501",350,"Collaborative Futures: Co-Designing Research Methods for Younger People Living with Dementia"," Tuck Wah Leong","University of Technology Sydney"
"1502",351,"I was really really nervous posting it: Communicating about Invisible Chronic Illnesses across Social Media Platforms"," Shruti Sannon","Cornell University"
"1503",351,"I was really really nervous posting it: Communicating about Invisible Chronic Illnesses across Social Media Platforms"," Elizabeth I. Murnane","Stanford University"
"1504",351,"I was really really nervous posting it: Communicating about Invisible Chronic Illnesses across Social Media Platforms"," Natalya N. Bazarova",NA
"1505",351,"I was really really nervous posting it: Communicating about Invisible Chronic Illnesses across Social Media Platforms"," Geri Gay","Cornell University"
"1506",352,"The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance"," Majed Al Zayer",NA
"1507",352,"The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance"," Isayas B. Adhanom",NA
"1508",352,"The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance"," Paul MacNeilage",NA
"1509",352,"The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance"," Eelke Folmer","University of Nevada"
"1510",353,"Implementing Multi-Touch Gestures with Touch Groups and Cross Events"," Steve Oney",NA
"1511",353,"Implementing Multi-Touch Gestures with Touch Groups and Cross Events"," Rebecca Krosnick","University of Michigan"
"1512",353,"Implementing Multi-Touch Gestures with Touch Groups and Cross Events"," Joel Brandt","Adobe"
"1513",353,"Implementing Multi-Touch Gestures with Touch Groups and Cross Events"," Brad Myers","Carnegie Mellon University"
"1514",354,"Witchcraft and HCI: Morality"," Modernity",NA
"1515",354,"Witchcraft and HCI: Morality"," and Postcolonial Computing in Rural Bangladesh",NA
"1516",354,"Witchcraft and HCI: Morality"," Sharifa Sultana","Cornell University"
"1517",354,"Witchcraft and HCI: Morality"," Syed Ishtiaque Ahmed","University of Toronto"
"1518",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Sherry Ruan","Stanford University"
"1519",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Liwei Jiang","Colby College"
"1520",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Justin Xu",NA
"1521",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Bryce Joe-Kun Tham",NA
"1522",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Zhengneng Qiu","Stanford University"
"1523",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Yeshuang Zhu","Tsinghua University"
"1524",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Elizabeth L. Murnane",NA
"1525",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Emma Brunskill",NA
"1526",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," James A. Landay","Stanford University"
"1527",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Aloha Hufana Ambe",NA
"1528",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Margot Brereton",NA
"1529",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Alessandro Soro",NA
"1530",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Laurie Buys",NA
"1531",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Paul Roe",NA
"1532",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions","","Queensland University of Technology"
"1533",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Parastoo Abtahi",NA
"1534",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Benoit Landry",NA
"1535",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Jackie Yang",NA
"1536",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Marco Pavone",NA
"1537",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Sean Follmer",NA
"1538",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," James A. Landay",NA
"1539",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality","","Stanford University"
"1540",358,"Using Presence Questionnaires in Virtual Reality"," Valentin Schwind","University of Stuttgart"
"1541",358,"Using Presence Questionnaires in Virtual Reality"," Pascal Knierim","Ludwig Maximilian University of Munich"
"1542",358,"Using Presence Questionnaires in Virtual Reality"," Nico Haas","University of Stuttgart"
"1543",358,"Using Presence Questionnaires in Virtual Reality"," Niels Henze","University of Regensburg"
"1544",359,"Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model"," Valentin Schwind","University of Stuttgart"
"1545",359,"Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model"," Niklas Deierlein","University of Hagen"
"1546",359,"Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model"," Romina Poguntke","University of Stuttgart"
"1547",359,"Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model"," Niels Henze","University of Regensburg"
"1548",360,"Anchoring Effects and Troublesome Asymmetric Transfer in Subjective Ratings"," Andy Cockburn","University of Canterbury"
"1549",360,"Anchoring Effects and Troublesome Asymmetric Transfer in Subjective Ratings"," Carl Gutwin","University of Saskatchewan"
"1550",361,"Aggregated Visualization of Playtesting Data"," Gunter Wallner","Eindhoven University of Technology"
"1551",361,"Aggregated Visualization of Playtesting Data"," Nour Halabi","University of Ontario Institute of Technology"
"1552",361,"Aggregated Visualization of Playtesting Data"," Pejman Mirza-Babaei","University of Ontario Institute of Technology"
"1553",362,"Look-From Camera Control for 3D Terrain Maps"," Kurtis Danyluk","University of Calgary"
"1554",362,"Look-From Camera Control for 3D Terrain Maps"," Bernhard Jenny","Monash University"
"1555",362,"Look-From Camera Control for 3D Terrain Maps"," Wesley Willett","University of Calgary"
"1556",363,"ZeRONE: Safety Drone with Blade-Free Propulsion"," Wataru Yamada",NA
"1557",363,"ZeRONE: Safety Drone with Blade-Free Propulsion"," Hiroyuki Manabe",NA
"1558",363,"ZeRONE: Safety Drone with Blade-Free Propulsion"," Daizo Ikeda","NTT DOCOMO"
"1559",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Shefali Haldar",NA
"1560",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Sonali R. Mishra",NA
"1561",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Maher Khelifi","University of Washington"
"1562",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Ari H. Pollack","Seattle Children's Hospital"
"1563",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Wanda Pratt","University of Washington"
"1564",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Rakibul Hasan","Indiana University"
"1565",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Yifang Li","Clemson University"
"1566",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Eman Hassan","Indiana University"
"1567",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Kelly Caine","Clemson University"
"1568",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," David J. Crandall","Indiana University"
"1569",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Roberto Hoyle","Oberlin College"
"1570",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Apu Kapadia","Indiana University"
"1571",366,"An Analytic Model for Time Efficient Personal Hierarchies"," William Delamare","Kochi University of Technology & University of Manitoba"
"1572",366,"An Analytic Model for Time Efficient Personal Hierarchies"," Ali Neshati",NA
"1573",366,"An Analytic Model for Time Efficient Personal Hierarchies"," Pourang Irani","University of Manitoba"
"1574",366,"An Analytic Model for Time Efficient Personal Hierarchies"," Xiangshi Ren","Kochi University of Technology"
"1575",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Ruta Desai","Carnegie Mellon University"
"1576",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Fraser Anderson",NA
"1577",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Justin Matejka","Autodesk Research"
"1578",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Stelian Coros","ETH Zurich"
"1579",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," James McCann","Carnegie Mellon University"
"1580",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," George Fitzmaurice",NA
"1581",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Tovi Grossman","Autodesk Research"
"1582",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Pooja M. Desai","Columbia University Teachers College"
"1583",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Elliot G. Mitchell","Columbia University Medical Center"
"1584",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Maria L. Hwang","Fashion Institute of Technology"
"1585",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Matthew E. Levine","California Institute of Technology"
"1586",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," David J. Albers"," Columbia University Medical Center"
"1587",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Lena Mamykina","Columbia University Medical Center"
"1588",369,"Exploring Factors that Influence Connected Drivers to (Not) Use or Follow Recommended Optimal Routes"," Briane Paul V. Samson","De La Salle University & Future University Hakodate"
"1589",369,"Exploring Factors that Influence Connected Drivers to (Not) Use or Follow Recommended Optimal Routes"," Yasuyuki Sumi","Future University Hakodate"
"1590",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Guanhong Liu","Tsinghua University"
"1591",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Xianghua Ding","Fudan University"
"1592",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Chun Yu","Tsinghua University"
"1593",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Lan Gao","Beihang University"
"1594",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Xingyu Chi","Kensington Park School"
"1595",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Yuanchun Shi","Tsinghua University"
"1596",371,"Touchscreen Haptic Augmentation Effects on Tapping Drag and Drop and Path Following"," Mitchell L. Gordon","Stanford University"
"1597",371,"Touchscreen Haptic Augmentation Effects on Tapping Drag and Drop and Path Following"," Shumin Zhai","Google"
"1598",372,"Opportunities for Automating Email Processing: A Need-Finding Study"," Soya Park",NA
"1599",372,"Opportunities for Automating Email Processing: A Need-Finding Study"," Amy X. Zhang",NA
"1600",372,"Opportunities for Automating Email Processing: A Need-Finding Study"," Luke S. Murray",NA
"1601",372,"Opportunities for Automating Email Processing: A Need-Finding Study"," David R. Karger","Massachusetts Institute of Technology"
"1602",373,"Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design"," Kenny Tsu Wei Choo",NA
"1603",373,"Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design"," Rajesh Krishna Balan","Singapore Management University"
"1604",373,"Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design"," Youngki Lee","Seoul National University"
"1605",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," Syed Masum Billah",NA
"1606",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," Yu-Jung Ko",NA
"1607",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," Vikas Ashok",NA
"1608",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," Xiaojun Bi",NA
"1609",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," IV Ramakrishnan","Stony Brook University"
"1610",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Jay Rainey",NA
"1611",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Kyle Montague","Newcastle University"
"1612",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Pamela Briggs","Northumbria University"
"1613",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Robert Anderson",NA
"1614",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Thomas Nappey","Newcastle University"
"1615",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Patrick Olivier","Monash University"
"1616",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Oussama Metatla",NA
"1617",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Alison Oldfield",NA
"1618",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Taimur Ahmed",NA
"1619",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Antonis Vafeas",NA
"1620",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Sunny Miglani","University of Bristol"
"1621",377,"Programmable Donations: Exploring Escrow-Based Conditional Giving"," Chris Elsden","Northumbria University"
