ID,Title,Org,"Using scientific discoveries to inform design practice is an important, but difficult, objective in HCI. In this paper, we provide an overview of Translational Science in HCI by triangulating literature related to the research-practice gap with interview data from many parties engaged (or not) in translating HCI knowledge. We propose a model for Translational Science in HCI based on the concept of a continuum to describe how knowledge progresses (or stalls) through multiple steps and translations until it can influence design practice. The model offers a conceptual framework that can be used by researchers and practitioners to visualize and describe the progression of HCI knowledge through a sequence of translations. Additionally, the model may facilitate a precise identification of translational barriers, which allows devising more effective strategies to increase the use of scientific findings in design practice."
664,Long-Term Value of Social Robots through the Eyes of Expert Users,Ritsumeikan University,
308,On the Usability of HTTPS Deployment,Rice University,
21,"Co-Design Beyond Words: ""Moments of Interaction"" with Minimally-Verbal Children on the Autism Spectrum",Queensland University of Technology,
109,Position Exchange Workshops: A Method to Design for Each Other in Families,Queensland University of Technology,
320,Older People Inventing their Personal Internet of Things with the IoT Un-Kit Experience,Queensland University of Technology,
335,Friending to Flame: How Social Features Affect Player Behaviours in an Online Collectible Card Game,Queensland University of Technology,
356,The Adventures of Older Authors: Exploring Futures through Co-Design Fictions,Queensland University of Technology,
662,Designing Participatory Sensing with Remote Communities to Conserve Endangered Species,Queensland University of Technology,
428,Social Play in an Exergame: How the Need to Belong Predicts Adherence,Queen's University & Aalto University,
12,LightBee: A Self-Levitating Light Field Display for Hologrammatic Telepresence,Queen's University,
12,LightBee: A Self-Levitating Light Field Display for Hologrammatic Telepresence,Queen's University,
428,Social Play in an Exergame: How the Need to Belong Predicts Adherence,Queen's University,
30,Failing with Style: Designing for Aesthetic Failure in Interactive Performance,Queen Mary University of London,
285,The Right to the Sustainable Smart City,Queen Mary University of London,
438,Mazi: Tangible Technologies as a Channel for Collaborative Play,Queen Mary University of London,
49,A Practice-Led Account of the Conceptual Evolution of UX Knowledge,Purdue University,
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation,Purdue University,
77,Analyzing Value Discovery in Design Decisions Through Ethicography,Purdue University,
176,Ethical Mediation in UX Practice,Purdue University,
277,Understanding the Effect of Accuracy on Trust in Machine Learning Models,Purdue University,
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models,Purdue University,
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models,Purdue University,
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models,Purdue University,
54,How to Work in the Car of the Future? A Neuroergonomical Study Assessing Concentration Performance and Workload Based on Subjective Behavioral and Neurophysiological Insights,Psychiatric University Clinics,
305,Privacy and Security Considerations For Digital Technology Use in Elementary Schools,Princeton University,
194,Experimental Analysis of Barehand Mid-air Mode-Switching Techniques in Virtual Reality,Preferred Networks Inc.,
195,Designing Interactive 3D Printed Models with Teachers of the Visually Impaired,Portland State University,
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems,Pontificia Universidad Catolica de Chile,
495,Eye-Write: Gaze Sharing for Collaborative Writing,Pomona College,
609,Communication Cost of Single-user Gesturing Tool in Laparoscopic Surgical Training,Pomona College,
384,The Race Towards Digital Wellbeing: Issues and Opportunities,Politecnico di Torino,
386,Empowering End Users in Debugging Trigger-Action Rules,Politecnico di Torino,
674,VibEye: Vibration-Mediated Object Recognition for Tangible Interactive Applications,Pohang University of Science and Technology,
677,Designing for Digital Playing Out,Playing Out CIC,
105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction,Philips Academy,
136,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for Drivers in Taiwan,Pennsylvania State University,
136,Navigating Ride-Sharing Regulations: How Regulations Changed the 'Gig' of Ride-Sharing for Drivers in Taiwan,Pennsylvania State University,
241,Communication Breakdowns Between Families and Alexa,Pennsylvania State University,
256,Hey Google Can I Ask You Something in Private?: The Effects of Modality and Device in Sensitive Health Information Acquisition from Voice Assistants,Pennsylvania State University,
430,How Do Distance Learners Connect?: Shared Identity Focused Work and Future Possibilities,Pennsylvania State University,
527,Understanding and Designing for Deaf or Hard of Hearing Drivers on Uber,Pennsylvania State University,
527,Understanding and Designing for Deaf or Hard of Hearing Drivers on Uber,Pennsylvania State University,
251,Comparing Effectiveness and Engagement of Data Comics and Infographics,Peking University & University of Edinburgh,
83,What Can Gestures Tell? Detecting Motor Impairment in Early Parkinson's from Common Touch Gestural Interactions,Peking Union Medical College Hospital,
649,Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms,Parkview Research Center,
649,Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms,Parkview Research Center,
414,Evaluation of Appearance-Based Methods and Implications for Gaze-Based Applications,Osaka University,
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation,Oregon State University,
421,Exploring Media Capture of Meaningful Experiences to Support Families Living with Dementia,Open Lab,
618,NaviBike: Comparing Unimodal Navigation Cues for Child Cyclists,OFFIS - Institute for Information Technology,
618,NaviBike: Comparing Unimodal Navigation Cues for Child Cyclists,OFFIS - Institute for Information Technology,
365,Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms,Oberlin College,
548,NVGaze: An Anatomically-Informed Dataset for Low-Latency Near-Eye Gaze Estimation,NVIDIA,
548,NVGaze: An Anatomically-Informed Dataset for Low-Latency Near-Eye Gaze Estimation,NVIDIA,
363,ZeRONE: Safety Drone with Blade-Free Propulsion,NTT DOCOMO,
149,The Invisible Potential of Facial Electromyography: A Comparison of EMG and Computer Vision when Distinguishing Posed from Spontaneous Smiles,NTT Communication Science Laboratories,
149,The Invisible Potential of Facial Electromyography: A Comparison of EMG and Computer Vision when Distinguishing Posed from Spontaneous Smiles,NTT Communication Science Laboratories,
200,Decision-Making Under Uncertainty in Research Synthesis: Designing for the Garden of Forking Paths,Northwestern University,
263,Everyday Experiences: Small Stories and Mental Illness on Instagram,Northwestern University,
286,A Place to Play: The (Dis)Abled Embodied Experience for Autistic Children in Online Spaces,Northwestern University,
307,VoiceAssist: Guiding Users to High-Quality Voice Recordings,Northwestern University,
307,VoiceAssist: Guiding Users to High-Quality Voice Recordings,Northwestern University,
330,Vocal Shortcuts for Creative Experts,Northwestern University,
451,Search as News Curator: The Role of Google in Shaping Attention to News Information,Northwestern University,
477,Some Prior(s) Experience Necessary: Templates for Getting Started With Bayesian Analysis,Northwestern University,
561,The Gendered Geography of Contributions to OpenStreetMap: Complexities in Self-Focus Bias,Northwestern University,
591,Engaging Low-Income African American Older Adults in Health Discussions through Community-based Design Workshops,Northwestern University,
654,Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors,Northwestern University,
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems,Northwestern University,
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems,Northwestern University,
663,Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK,Northwestern University,
680,A Bayesian Cognition Approach to Improve Data Visualization,Northwestern University,
70,Designing Second-Screening Experiences for Social Co-Selection and Critical Co-Viewing of Reality TV,Northumbria University,
70,Designing Second-Screening Experiences for Social Co-Selection and Critical Co-Viewing of Reality TV,Northumbria University,
70,Designing Second-Screening Experiences for Social Co-Selection and Critical Co-Viewing of Reality TV,Northumbria University,
84,Understanding the Boundaries between Policymaking and HCI,Northumbria University,
249,Recipes for Programmable Money,Northumbria University,
347,If It's Important It Will Be A Headline: Cybersecurity Information Seeking in Older Adults,Northumbria University,
375,Gabber: Supporting Voice in Participatory Qualitative Practices,Northumbria University,
377,Programmable Donations: Exploring Escrow-Based Conditional Giving,Northumbria University,
377,Programmable Donations: Exploring Escrow-Based Conditional Giving,Northumbria University,
423,Student Perspectives on Digital Phenotyping: The Acceptability of Using Smartphone Data to Assess Mental Health,Northumbria University,
600,Emotion Work in Experience-Centered Design,Northumbria University,
601,Voice as a Design Material: Sociophonetic Inspired Design Strategies in Human-Computer Interaction,Northumbria University,
601,Voice as a Design Material: Sociophonetic Inspired Design Strategies in Human-Computer Interaction,Northumbria University,
628,JourneyCam: Exploring Experiences of Accessibility and Mobility among Powered Wheelchair Users through Video and Data,Northumbria University,
650,Technologies for Social Justice: Lessons from Sex Workers on the Front Lines,Northumbria University,
664,Long-Term Value of Social Robots through the Eyes of Expert Users,Northumbria University,
677,Designing for Digital Playing Out,Northumbria University,
677,Designing for Digital Playing Out,Northumbria University,
257,Influencers in Multiplayer Online Shooters: Evidence of Social Contagion in Playtime and Social Play,Northeastern University,
311,Social Reflections on Fitness Tracking Data: A Study with Families in Low-SES Neighborhoods,Northeastern University,
311,Social Reflections on Fitness Tracking Data: A Study with Families in Low-SES Neighborhoods,Northeastern University,
311,Social Reflections on Fitness Tracking Data: A Study with Families in Low-SES Neighborhoods,Northeastern University,
468,Supporting Communication About Values Between People with Multiple Chronic Conditions and their Providers,Northeastern University,
549,Transforming Game Difficulty Curves using Function Composition,Northeastern University,
554,Evaluating Pan and Zoom Timelines and Sliders,Northeastern University,
554,Evaluating Pan and Zoom Timelines and Sliders,Northeastern University,
635,Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing,Northeastern University,
653,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions,Northeastern University,
2,They Don't Leave Us Alone Anywhere We Go: Gender and Digital Abuse in South Asia,North South University,
426,A Field Study of Teachers Using a Curriculum-integrated Digital Game,North Carolina State University,
498,Unintended Consonances: Methods to Understand Robot Motor Sound Perception,Nofima,
498,Unintended Consonances: Methods to Understand Robot Motor Sound Perception,Nofima,
238,Magnetact: Magnetic-sheet-based Haptic Interfaces for Touch Devices,Nippon Telegraph and Telephone Corporation,
6,Design and Plural Heritages: Composing Critical Futures,Newcastle University,
118,More than the Sum of Makers: The Complex Dynamics of Diverse Practices at Maker Faire,Newcastle University,
118,More than the Sum of Makers: The Complex Dynamics of Diverse Practices at Maker Faire,Newcastle University,
122,Mapping the Margins: Navigating the Ecologies of Domestic Violence Service Provision,Newcastle University,
122,Mapping the Margins: Navigating the Ecologies of Domestic Violence Service Provision,Newcastle University,
158,WhatFutures: Designing Large-Scale Engagements on WhatsApp,Newcastle University,
158,WhatFutures: Designing Large-Scale Engagements on WhatsApp,Newcastle University,
231,Talking about Chat at Work in the Global South: An Ethnographic Study of Chat Use in India and Kenya,Newcastle University,
306,Relations are more than Bytes: Re-thinking the Benefits of Smart Services through People and Things,Newcastle University,
375,Gabber: Supporting Voice in Participatory Qualitative Practices,Newcastle University,
375,Gabber: Supporting Voice in Participatory Qualitative Practices,Newcastle University,
402,Printer Pals: Experience-Centered Design to Support Agency for People with Dementia,Newcastle University,
402,Printer Pals: Experience-Centered Design to Support Agency for People with Dementia,Newcastle University,
421,Exploring Media Capture of Meaningful Experiences to Support Families Living with Dementia,Newcastle University,
432,Older Voices: Supporting Community Radio Production for Civic Participation in Later Life,Newcastle University,
432,Older Voices: Supporting Community Radio Production for Civic Participation in Later Life,Newcastle University,
435,Our Story: Addressing Challenges in Development Contexts for Sustainable Participatory Video,Newcastle University,
497,HOPE for Computing Education: Towards the Infrastructuring of Support for University-School Partnerships,Newcastle University,
628,JourneyCam: Exploring Experiences of Accessibility and Mobility among Powered Wheelchair Users through Video and Data,Newcastle University,
628,JourneyCam: Exploring Experiences of Accessibility and Mobility among Powered Wheelchair Users through Video and Data,Newcastle University,
650,Technologies for Social Justice: Lessons from Sex Workers on the Front Lines,Newcastle University,
63,HistoryTracker: Minimizing Human Interactions in Baseball Game Annotation,New York University,
64,Moments of Change: Analyzing Peer-Based Cognitive Support in Online Mental Health Forums,New York University,
178,Everyone Has Some Personal Stuff: Designing to Support Digital Privacy with Shared Mobile Phone Use in Bangladesh,New York University,
290,Crowdsourcing Multi-label Audio Annotation Tasks with Citizen Scientists,New York University,
290,Crowdsourcing Multi-label Audio Annotation Tasks with Citizen Scientists,New York University,
290,Crowdsourcing Multi-label Audio Annotation Tasks with Citizen Scientists,New York University,
669,Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers,New York University,
689,Virtual Objects in the Physical World: Relatedness and Psychological Ownership in Augmented Reality,New York University,
7,Connect-to-Connected Worlds: Piloting a Mobile Data-Driven Reflection Tool for an Open-Ended Simulation at a Museum,New York Hall of Science,
7,Connect-to-Connected Worlds: Piloting a Mobile Data-Driven Reflection Tool for an Open-Ended Simulation at a Museum,New York Hall of Science,
159,Volunteer Moderators in Twitch Micro Communities: How They Get Involved the Roles They Play and the Emotional Labor They Experience,New Jersey Institute of Technology,
635,Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing,Naval Postgraduate School,
17,Effects of Moderation and Opinion Heterogeneity on Attitude towards the Online Deliberation Experience,National University of Singapore,
599,Designing Theory-Driven User-Centric Explainable AI,National University of Singapore,
599,Designing Theory-Driven User-Centric Explainable AI,National University of Singapore,
524,Does Who Matter? Studying the Impact of Relationship Characteristics on Receptivity to Mobile IM Messages,National Tsing Hua University,
218,ElasticVR: Providing Multilevel Continuously-Changing Resistive Force and Instant Impact Using Elasticity for VR,National Taiwan University & University of Tokyo,
218,ElasticVR: Providing Multilevel Continuously-Changing Resistive Force and Instant Impact Using Elasticity for VR,National Taiwan University,
401,AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits,National Taiwan University,
401,AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits,National Taiwan University,
401,AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits,National Taiwan University,
670,Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair,National Taiwan University,
670,Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair,National Taiwan University,
681,PersonalTouch: Improving Touchscreen Usability by Personalizing Accessibility Settings based on Individual User's Touchscreen Interaction,National Taiwan University,
681,PersonalTouch: Improving Touchscreen Usability by Personalizing Accessibility Settings based on Individual User's Touchscreen Interaction,National Taiwan University,
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory,National Kidney Foundation,
168,ThermalBracelet: Exploring Thermal Haptic Feedback Around the Wrist,National Chiao Tung University,
346,Lost in Style: Gaze-driven Adaptive Aid for VR Navigation,National Chiao Tung University,
407,Measuring the Influences of Musical Parameters on Cognitive and Behavioral Responses to Audio Notifications Using EEG and Large-scale Online Studies,National Chiao Tung University,
425,Detecting Visuo-Haptic Mismatches in Virtual Reality using the Prediction Error Negativity of Event-Related Brain Potentials,National Chiao Tung University,
511,To Repeat or Not to Repeat? Redesigning Repeating Auditory Alarms Based on EEG Analysis,National Chiao Tung University,
524,Does Who Matter? Studying the Impact of Relationship Characteristics on Receptivity to Mobile IM Messages,National Chiao Tung University,
524,Does Who Matter? Studying the Impact of Relationship Characteristics on Receptivity to Mobile IM Messages,National Chiao Tung University,
670,Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair,National Chiao Tung University,
524,Does Who Matter? Studying the Impact of Relationship Characteristics on Receptivity to Mobile IM Messages,National Chengchi University,
524,Does Who Matter? Studying the Impact of Relationship Characteristics on Receptivity to Mobile IM Messages,National Chengchi University,
313,Communicating Hurricane Risks: Multi-Method Examination of Risk Imagery Diffusion,National Center for Atmospheric Research,
625,"Transformation through Provocation?: Designing a ""Bot of Conviction"" to Challenge Conceptions and Evoke Critical Reflection",National and Kapodistrian University of Athens,
158,WhatFutures: Designing Large-Scale Engagements on WhatsApp,Narxoz University,
616,Crossing-Based Selection with Virtual Reality Head-Mounted Displays,Nanjing University of Aeronautics and Astronautics,
114,Our Friends Electric: Reflections on Advocacy and Design Research for the Voice Enabled Internet,Mozilla Foundation,
62,Project Sidewalk: A Web-based Crowdsourcing Tool for Collecting Sidewalk Accessibility Data At Scale,Montgomery Blair High School,
20,Making Sense of Art: Access for Gallery Visitors with Vision Impairments,Monash University,
38,In a Silent Way: Communication Between AI and Improvising Musicians Beyond Sound,Monash University,
122,Mapping the Margins: Navigating the Ecologies of Domestic Violence Service Provision,Monash University,
158,WhatFutures: Designing Large-Scale Engagements on WhatsApp,Monash University,
226,On the Shoulder of the Giant: A Multi-Scale Mixed Reality Collaboration with 360 Video Sharing and Tangible Interaction,Monash University,
323,Scaptics and Highlight-Planes: Immersive Interaction Techniques for Finding Occluded Features in 3D Scatterplots,Monash University,
323,Scaptics and Highlight-Planes: Immersive Interaction Techniques for Finding Occluded Features in 3D Scatterplots,Monash University,
362,Look-From Camera Control for 3D Terrain Maps,Monash University,
375,Gabber: Supporting Voice in Participatory Qualitative Practices,Monash University,
406,Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction,Monash University,
432,Older Voices: Supporting Community Radio Production for Civic Participation in Later Life,Monash University,
435,Our Story: Addressing Challenges in Development Contexts for Sustainable Participatory Video,Monash University,
643,Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters,Monash University,
227,I feel it is my responsibility to stream: Streaming and Engaging with Intangible Cultural Heritage through Livestreaming,MishMashMakers,
685,HoloDoc: Enabling Mixed Reality Workspaces that Harness Physical and Digital Content,MishMashMakers,
64,Moments of Change: Analyzing Peer-Based Cognitive Support in Online Mental Health Forums,Microsoft Research India,
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets,Microsoft Research & University of Toronto,
598,Improving Fairness in Machine Learning Systems: What Do Industry Practitioners Need?,Microsoft Research & University of Maryland,
53,From Gender Biases to Gender-Inclusive Design: An Empirical Investigation,Microsoft Research & Purdue University,
71,TORC: A Virtual Reality Controller for In-Hand High-Dexterity Finger Interaction,Microsoft Research & Korea Advanced Institute of Science and Technology,
105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction,Microsoft Research & Harvard University,
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets,Microsoft Research & ecole de Technologie Superieure,
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets,Microsoft Research & Carnegie Mellon University,
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets,Microsoft Research & Carnegie Mellon University,
19,Casual Microtasking: Embedding Microtasks in Facebook,Microsoft Research,
42,ActiveInk: (Th)Inking with Data,Microsoft Research,
42,ActiveInk: (Th)Inking with Data,Microsoft Research,
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets,Microsoft Research,
55,Sensing Posture-Aware Pen+Touch Interaction on Tablets,Microsoft Research,
71,TORC: A Virtual Reality Controller for In-Hand High-Dexterity Finger Interaction,Microsoft Research,
79,DataSelfie: Empowering People to Design Personalized Visuals to Represent Their Data,Microsoft Research,
105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction,Microsoft Research,
105,DataToon: Drawing Dynamic Network Comics With Pen + Touch Interaction,Microsoft Research,
111,SeeingVR: A Set of Tools to Make Virtual Reality More Accessible to People with Low Vision,Microsoft Research,
183,Sketching NLP: A Case Study of Exploring the Right Things To Design with Language Intelligence,Microsoft Research,
184,Engagement with Mental Health Screening on Mobile Devices: Results from an Antenatal Feasibility Study,Microsoft Research,
231,Talking about Chat at Work in the Global South: An Ethnographic Study of Chat Use in India and Kenya,Microsoft Research,
251,Comparing Effectiveness and Engagement of Data Comics and Infographics,Microsoft Research,
253,Crowdlicit: A System for Conducting Distributed End-User Elicitation and Identification Studies,Microsoft Research,
262,An Exploration of Speech-Based Productivity Support in the Car,Microsoft Research,
268,Managing Messes in Computational Notebooks,Microsoft Research,
277,Understanding the Effect of Accuracy on Trust in Machine Learning Models,Microsoft Research,
345,RealityCheck: Blending Virtual Environments with Situated Physical Reality,Microsoft Research,
379,Exploring Crowdsourced Work in Low-Resource Settings,Microsoft Research,
396,Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality,Microsoft Research,
409,Will You Accept an Imperfect AI? Exploring Designs for Adjusting End-user Expectations of AI Systems,Microsoft Research,
520,I'm a Giant: Walking in Large Virtual Environments at High Speed Gains,Microsoft Research,
522,The Impact of Web Browser Reader Views on Reading Speed and User Experience,Microsoft Research,
522,The Impact of Web Browser Reader Views on Reading Speed and User Experience,Microsoft Research,
560,Cross-Device Taxonomy: Survey Opportunities and Challenges of Interactions Spanning Across Multiple Devices,Microsoft Research,
577,Gamut: A Design Probe to Understand How Data Scientists Understand Machine Learning Models,Microsoft Research,
598,Improving Fairness in Machine Learning Systems: What Do Industry Practitioners Need?,Microsoft Research,
598,Improving Fairness in Machine Learning Systems: What Do Industry Practitioners Need?,Microsoft Research,
613,Understanding Personal Productivity: How Knowledge Workers Define Evaluate and Reflect on Their Productivity,Microsoft Research,
685,HoloDoc: Enabling Mixed Reality Workspaces that Harness Physical and Digital Content,Microsoft Research,
207,Chatbots Humbots and the Quest for Artificial General Intelligence,Microsoft Corporation,
316,Freedom to Personalize My Digital Classroom: Understanding Teachers' Practices and Motivations,Microsoft Corporation,
3,Guidelines for Human-AI Interaction,Microsoft,
3,Guidelines for Human-AI Interaction,Microsoft,
71,TORC: A Virtual Reality Controller for In-Hand High-Dexterity Finger Interaction,Microsoft,
141,Virtual Showdown: An Accessible Virtual Reality Game with Scaffolds for Youth with Visual Impairments,Microsoft,
268,Managing Messes in Computational Notebooks,Microsoft,
522,The Impact of Web Browser Reader Views on Reading Speed and User Experience,Microsoft,
589,VelociWatch: Designing and Evaluating a Virtual Keyboard for the Input of Challenging Text,Michigan Technological University,
288,Wait Do I Know This Person?: Understanding Misdirected Email,Michigan State University,
586,Interstices: Sustained Spatial Relationships between Hands and Surfaces Reveal Anticipated Action,Michigan State University,
503,Embodied Imagination: An Approach to Stroke Recovery Combining Participatory Performance and Interactive Technology,Melbourne University,
293,3D Pen + 3D Printer: Exploring the Role of Humans and Fabrication Machines in Creative Making,Meiji University,
188,Detecting Perception of Smartphone Notifications Using Skin Conductance Responses,McGill University,
325,The Scale and Structure of Personal File Collections,McGill University,
556,Haptipedia: Accelerating Haptic Device Discovery to Support Interaction & Engineering Design,Max Planck Institute for Intelligent Systems,
556,Haptipedia: Accelerating Haptic Device Discovery to Support Interaction & Engineering Design,Max Planck Institute for Intelligent Systems,
311,Social Reflections on Fitness Tracking Data: A Study with Families in Low-SES Neighborhoods,Mattapan Food and Fitness Coalition,
41,Toward Algorithmic Accountability in Public Services: A Qualitative Study of Affected Community Perspectives on Algorithmic Decision-making in Child Welfare Services,Massey University,
41,Toward Algorithmic Accountability in Public Services: A Qualitative Study of Affected Community Perspectives on Algorithmic Decision-making in Child Welfare Services,Massey University,
61,Hackathons as Participatory Design: Iterating Feminist Utopias,Massachusetts Institute of Technology,
61,Hackathons as Participatory Design: Iterating Feminist Utopias,Massachusetts Institute of Technology,
128,VizML: A Machine Learning Approach to Visualization Recommendation,Massachusetts Institute of Technology,
372,Opportunities for Automating Email Processing: A Need-Finding Study,Massachusetts Institute of Technology,
445,A is for Artificial Intelligence: The Impact of Artificial Intelligence Activities on Young Children's Perceptions of Robots,Massachusetts Institute of Technology,
546,Enabling Identification and Behavioral Sensing in Homes using Radio Reflections,Massachusetts Institute of Technology,
620,Interactive Body-Driven Graphics for Augmented Video Performance,Massachusetts Institute of Technology,
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures,Massachusetts Institute of Technology,
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures,Massachusetts Institute of Technology,
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository,Massachusetts Institute of Technology,
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository,Massachusetts Institute of Technology,
673,Adding Proprioceptive Feedback to Virtual Reality Experiences Using Galvanic Vestibular Stimulation,Massachusetts Institute of Technology,
679,ATMSeer: Increasing Transparency and Controllability in Automated Machine Learning,Massachusetts Institute of Technology,
178,Everyone Has Some Personal Stuff: Designing to Support Digital Privacy with Shared Mobile Phone Use in Bangladesh,Marquette University,
501,23 Ways to Nudge: A Review of Technology-Mediated Nudging in Human-Computer Interaction,Madeira-ITI University of Madeira,
693,When the Elephant Trumps: A Comparative Study on Spatial Audio for Orientation in 360º Videos,Madeira Interactive Technologies Institute & University of Lisbon,
422,Understanding the Impact of TVIs on Technology Use and Selection by Children with Visual Impairments,Macalester University,
557,Explaining Decision-Making Algorithms through UI: Strategies to Help Non-Expert Stakeholders,Macalester College,
615,Dancing With Drones: Crafting Novel Artistic Expressions Through Intercorporeality,Lulea University of Technology,
304,The Smartphone as a Pacifier and its Consequences: Young adults' smartphone usage in moments of solitude and correlations to self-reflection,Ludwig Maximilians University Munich,
453,Designing for Reproducibility: A Qualitative Study of Challenges and Opportunities in High Energy Physics,Ludwig Maximilian University of Munich & CERN,
458,Gamification in Science: A Study of Requirements in the Context of Reproducible Research,Ludwig Maximilian University of Munich & CERN,
40,At Your Service: Designing Voice Assistant Personalities to Improve Automotive User Interfaces: A Real World Driving Study,Ludwig Maximilian University of Munich,
40,At Your Service: Designing Voice Assistant Personalities to Improve Automotive User Interfaces: A Real World Driving Study,Ludwig Maximilian University of Munich,
110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality,Ludwig Maximilian University of Munich,
110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality,Ludwig Maximilian University of Munich,
110,Behavioural Biometrics in VR: Identifying People from Body Motion and Relations in Virtual Reality,Ludwig Maximilian University of Munich,
160,Communicating Uncertainty in Fertility Prognosis,Ludwig Maximilian University of Munich,
160,Communicating Uncertainty in Fertility Prognosis,Ludwig Maximilian University of Munich,
235,Clairbuoyance: Improving Directional Perception for Swimmers,Ludwig Maximilian University of Munich,
358,Using Presence Questionnaires in Virtual Reality,Ludwig Maximilian University of Munich,
453,Designing for Reproducibility: A Qualitative Study of Challenges and Opportunities in High Energy Physics,Ludwig Maximilian University of Munich,
455,A Review & Analysis of Mindfulness Research in HCI: Framing Current Lines of Research and Future Opportunities,Ludwig Maximilian University of Munich,
458,Gamification in Science: A Study of Requirements in the Context of Reproducible Research,Ludwig Maximilian University of Munich,
544,VRsneaky: Increasing Presence in VR Through Gait-Aware Auditory Feedback,Ludwig Maximilian University of Munich,
544,VRsneaky: Increasing Presence in VR Through Gait-Aware Auditory Feedback,Ludwig Maximilian University of Munich,
684,Passquerade: Improving Error Correction of Text Passwords on Mobile Devices by using Graphic Filters for Password Masking,Ludwig Maximilian University of Munich,
569,Card Mapper: Enabling Data-Driven Reflections on Ideation Cards,Lucerne University of Applied Sciences and Arts,
235,Clairbuoyance: Improving Directional Perception for Swimmers,Lodz University of Technology,
521,Understanding the Impact of Information Representation on Willingness to Share Information,LMU Munich,
74,Causeway: Scaling Situated Learning with Micro-Role Hierarchies,LinkedIn,
30,Failing with Style: Designing for Aesthetic Failure in Interactive Performance,Leiden University,
405,Understanding and Mitigating Worker Biases in the Crowdsourced Collection of Subjective Judgments,Leibniz Universtat Hannover,
436,Integrating Multimedia Tools to Enrich Interactions in Live Streaming for Language Learning,Laura,
36,Evaluating the Impact of a Mobile Neurofeedback App for Young Children at School and Home,Langara College,
103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books,Lancaster University,
103,Augmentation not Duplication: Considerations for the Design of Digitally-Augmented Comic Books,Lancaster University,
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions,Lancaster University,
243,HCI and Affective Health: Taking stock of a decade of studies and charting future research directions,Lancaster University,
377,Programmable Donations: Exploring Escrow-Based Conditional Giving,Lancaster University,
464,Streaming Multi-Screens and YouTube: The New (Unsustainable) Ways of Watching in the Home,Lancaster University,
471,SuperVision: Playing with Gaze Aversion and Peripheral Vision,Lancaster University,
484,Designing for the Infrastructure of the Supply Chain of Malay Handwoven Songket in Terengganu,Lancaster University,
508,Exploring and Designing for Memory Impairments in Depression,Lancaster University,
513,Should I Agree? Delegating Consent Decisions Beyond the Individual,Lancaster University,
