"","Var1","Freq"
"1740"," Ning F. Ma",1
"1741"," Nirmal Kumar Raveendranath",1
"1742"," Nirmita Mehra",1
"1743"," Nithya Sambasivan",1
"1744"," Noor Mazhar",1
"1745"," Nora McDonald",1
"1746"," Norman Makoto Su",3
"1747"," Noshir S. Contractor",1
"1748"," Nouela Johnston",1
"1749"," Nour Halabi",1
"1750"," Noura Howell",1
"1751"," Nova Ahmed",1
"1752"," Novia Nurain",1
"1753"," Nuno Nunes",1
"1754"," Nur Al-huda Hamdan",1
"1755"," Obaid Malilk",1
"1756"," Oded Nov",2
"1757"," Ofer Arazy",1
"1758"," Oilver Stefani",1
"1759"," Olga Vitek",1
"1760"," Oliver Bates",1
"1761"," Oliver Happel",1
"1762"," Oliver Nowak",1
"1763"," Oliver Wang",2
"1764"," Olivia K. Richards",1
"1765"," Olof Torgersson",1
"1766"," Omar El-Etr",1
"1767"," Oren Zuckerman",1
"1768"," Oren Zuckerman Herzliya)",1
"1769"," Orla Cooney",1
"1770"," Os Keyes",1
"1771"," Oscar Tomico",1
"1772"," Oussama Metatla",2
"1773"," Ovidiu-Ciprian Ungurean",1
"1774"," Ozguc Bertug Capunaman",1
"1775"," Pablo Cesar",1
"1776"," Pablo E. Torres",1
"1777"," Pablo Gallego Cascon",1
"1778"," Pamela Briggs",3
"1779"," Pamela J. Wisniewski",1
"1780"," Panote Siriaraya",1
"1781"," Pao Siangliulue",1
"1782"," Paolo Massa",1
"1783"," Parastoo Abtahi",2
"1784"," Pardis Emami-Naeini",1
"1785"," Parfait Eloundou-Enyegue",1
"1786"," Paris Smaragdis",1
"1787"," Parmit K. Chilana",2
"1788"," Pascal E. Fortin",1
"1789"," Pascal Knierim",1
"1790"," Pascal Lessel",2
"1791"," Patricia Rick",1
"1792"," Patrick Archard",1
"1793"," Patrick Baudisch",2
"1794"," Patrick Brundell",1
"1795"," Patrick Carrington",1
"1796"," Patrick Dickinson",1
"1797"," Patrick G. T. Healey",1
"1798"," Patrick Hutchings",1
"1799"," Patrick O'Flaherty",1
"1800"," Patrick Olivier",3
"1801"," Patrizia Di Campli San Vito",1
"1802"," Pattie Maes",1
"1803"," Paul-Henry Schoenhagen",1
"1804"," Paul Beardsley",1
"1805"," Paul Bossauer",1
"1806"," Paul Coulton",1
"1807"," Paul Foulkes",1
"1808"," Paul Jaeger",1
"1809"," Paul Laboi",1
"1810"," Paul MacNeilage",1
"1811"," Paul Marshall",1
"1812"," Paul N. Bennett",2
"1813"," Paul Panek",1
"1814"," Paul Resnick",2
"1815"," Paul Roe",3
"1816"," Paul Shabajee",1
"1817"," Paul Strohmeier",1
"1818"," Paul Taele",1
"1819"," Paul Tennent",2
"1820"," Paula Arcari",1
"1821"," Paula Varela",1
"1822"," Pauline van Dongen",1
"1823"," Paulo Bala",1
"1824"," Paulo Cavalin",1
"1825"," Pavel Karpashevich",1
"1826"," Pawarat Nontasil",1
"1827"," Paweł W. Woźniak",4
"1828"," Pedro Campos",1
"1829"," Pedro Lopes",2
"1830"," Pedro Sanches",1
"1831"," Pei-Yi Kuo",1
"1832"," Peiyi Liu",1
"1833"," Pejman Mirza-Babaei",2
"1834"," Pengcheng An",1
"1835"," Penny Collisson",1
"1836"," Pepijn Verburg",1
"1837"," Per Ola Kristensson",3
"1838"," Perception and Effects on Behaviour",1
"1839"," Pernille Bjorn",1
"1840"," Perttu Hamalainen",1
"1841"," Pete Thomas",1
"1842"," Peter Arnold",1
"1843"," Peter B. Roenne",1
"1844"," Peter B. Shull",1
"1845"," Peter Bihr",1
"1846"," Peter Borjesson",1
"1847"," Peter Dalsgaard",1
"1848"," Peter J. Craigon",1
"1849"," Peter Kiefer",1
"1850"," Peter Koval",1
"1851"," Peter Kraff",1
"1852"," Peter M. Krafft",1
"1853"," Peter Mayer",2
"1854"," Peter Mohr",1
"1855"," Peter Schulz",1
"1856"," Peter Wright",2
"1857"," Peter Y. A. Ryan",1
"1858"," Petr Slovak",2
"1859"," Phil McGrath",1
"1860"," Philip Doyle",1
"1861"," Philip J. Guo",1
"1862"," Philip Kortum",1
"1863"," Philip Quinn",2
"1864"," Philip Ulrich",1
"1865"," Philipp Herholz",1
"1866"," Philipp Rack",1
"1867"," Philipp Wacker",1
"1868"," Philipp Wintersberger",1
"1869"," Philippe Kimura-Thollander",1
"1870"," Phillip Brooker",1
"1871"," Pierre-Yves Oudeyer",1
"1872"," Pierre Dragicevic",1
"1873"," Pin Sung Ku",1
"1874"," Piyum Fernando",1
"1875"," Po Bhattacharyya",1
"1876"," Pooja M. Desai",1
"1877"," Poorna Talkad Sukumar",1
"1878"," Pourang Irani",3
"1879"," Prabal Dutta",1
"1880"," Pradeep Buddharaju",1
"1881"," Pradthana Jarusriboonchai",1
"1882"," Pranathi Mylavarapu",1
"1883"," Predrag Klasnja",1
"1884"," Prem Seetharaman",1
"1885"," Priya C. Kumar",1
"1886"," Priyank Chandra",1
"1887"," Priyashri Kamlesh Sridhar",1
"1888"," Pushyami Kaveti",1
"1889"," Q. Vera Liao",2
"1890"," Qi Shu",1
"1891"," Qian Yang",3
"1892"," Qian Zhou",1
"1893"," Qianwen Wang",1
"1894"," Qiaomu Shen",1
"1895"," Qing Chen",1
"1896"," Qisheng Li",1
"1897"," Qiyu Zhi",1
"1898"," Quan Li",1
"1899"," Quanze Chen",1
"1900"," Quentin Roy",1
"1901"," Rachel Bartlett",1
"1902"," Rachel E. Clarke",1
"1903"," Rachel Greenstadt",1
"1904"," Rachel Jacobs",1
"1905"," Radha Nath",1
"1906"," Radomir Měch",1
"1907"," Radu-Daniel Vatavu",2
"1908"," Raf Ramakers",1
"1909"," Rafael Kufner dos Anjos",1
"1910"," Rafael Veras",1
"1911"," Rafal Kocielnik",1
"1912"," Rahul C. Basole",1
"1913"," Rahul N. Iyer",1
"1914"," Raimund Dachselt",1
"1915"," Rainer Malaka",2
"1916"," Raja Kushalnagar",1
"1917"," Rajan Vaish",2
"1918"," Rajesh Krishna Balan",1
"1919"," Rajiv Saran",1
"1920"," Rakibul Hasan",1
"1921"," Randall S. Burd",1
"1922"," Randi Williams",1
"1923"," Ranjitha S. Kumar",1
"1924"," Raphael Velt",1
"1925"," Raphael Wimmer",1
"1926"," Raul Masu",1
"1927"," Ravi Kuber",1
"1928"," Ravin Balakrishnan",1
"1929"," Rawan Alghofaili",1
"1930"," Rayoung Yang",1
"1931"," Rebecca Krosnick",1
"1932"," Rebecca Michelson",1
"1933"," Rebecca Wingard",1
"1934"," Rebecca Zheng",1
"1935"," Regan Mandryk",1
"1936"," Renate Hauslschmid",1
"1937"," Rene F. Kizilcec",1
"1938"," Renee Noortman",1
"1939"," Research Institutes of Sweden)",1
"1940"," Reuben Binns",1
"1941"," Rhema Vaithianathan",1
"1942"," Rhianne Jones",1
"1943"," Ricardo Gutierrez-Osuna",1
"1944"," Rich Caruana",1
"1945"," Richard Anderson",3
"1946"," Richard Byrne",2
"1947"," Richard E. Ladner",1
"1948"," Richard Jacques",1
"1949"," Richard Lin",1
"1950"," Richard Ramchurn",1
"1951"," Richard Schaffer",1
"1952"," Richard Wetzel",1
"1953"," Richmond Y. Wong",1
"1954"," Ridley Jones",2
"1955"," Riikka Townsend",1
"1956"," Rikke Bjerg Jensen",1
"1957"," Riku Arakawa",1
"1958"," Rinat Levy-Cohen",1
"1959"," Rio Anthony Ishii",1
"1960"," Rob Comber",2
"1961"," Rob Semmens",1
"1962"," Robbie Watling",1
"1963"," Robert Anderson",2
"1964"," Robert DeLine",2
"1965"," Robert E. Kraut",2
"1966"," Robert Kovacs",1
"1967"," Robert Kraut",1
"1968"," Robert Landwirth",1
"1969"," Robert Phillips",1
"1970"," Robert Soden",1
"1971"," Roberto Bresin",1
"1972"," Roberto Hoyle",1
"1973"," Roberto Martinez-Maldonado",1
"1974"," Robin N. Brewer",1
"1975"," Robin Shackford",1
"1976"," Roel Vertegaal",1
"1977"," Rohit Ramesh",1
"1978"," Roland Bennewitz",1
"1979"," Roland Siegwart",1
"1980"," Roma Patel",1
"1981"," Romaine Flor Ofiana",1
"1982"," Roman Radle",1
"1983"," Romina Poguntke",2
"1984"," Ron Wakkary",4
"1985"," Ronald Metoyer",1
"1986"," Ronee Chadowitz",1
"1987"," Roni Rosenfeld",1
"1988"," Ronnie Taib",1
"1989"," Ronny Andrade",1
"1990"," Rory Gianni",1
"1991"," Rosa Lutz",1
"1992"," Rosanna Bellini",1
"1993"," Rose Guttman",1
"1994"," Rosella P. Galindo Esparza",1
"1995"," Roshan Lalitha Peiris",1
"1996"," Ross A. Knepper",1
"1997"," Rowena Chen",1
"1998"," Roxana G. Herrera",1
"1999"," Roy Shilkrot",1
"2000"," Rubaiat Habib Kazi",1
"2001"," Rui Pan",1
"2002"," Rumen Hristov",1
"2003"," Ruofei Du",2
"2004"," Ruolin Wang",1
"2005"," Ruotong Wang",1
"2006"," Ruta Desai",1
"2007"," Ruth Kikin-Gil",1
"2008"," Ruurd Taconis",1
"2009"," Ryan E. Rhodes",1
"2010"," Ryan Holland",1
"2011"," Ryan M. Kelly",3
"2012"," Ryan Wedoff",1
"2013"," S. Shyam Sundar",1
"2014"," Sabina Kleitman",1
"2015"," Sachin R. Pendse",1
"2016"," Sachith Muthukumarana",1
"2017"," Safa Arooj",1
"2018"," Sage Chen",1
"2019"," Sage Myers",1
"2020"," Saho Ayabe-Kanamura",1
"2021"," Saiganesh Swaminathan",1
"2022"," Saleema Amershi",3
"2023"," Sally Vail",1
"2024"," Salma Elsayed-Ali",1
"2025"," Samar Sabie",1
"2026"," Sameer Patil",2
"2027"," Samuel Dodson",1
"2028"," Samuli Laine",1
"2029"," Samvid Jhaveri",1
"2030"," Sana Malik",1
"2031"," Sanchari Das",1
"2032"," Sander Ackermans",1
"2033"," Sandjar Kozubaev",1
"2034"," Sandra Cano",1
"2035"," Sandra Hastings",1
"2036"," Sandy J. J. Gould",2
"2037"," Sangyoon Lee",1
"2038"," Sanja Fidler",1
"2039"," Santanu Pal",1
"2040"," Sara Eriksson",1
"2041"," Sara Heitlinger (City",1
"2042"," Sara Ordanovski",1
"2043"," Sara Perry",1
"2044"," Sara Zewde",1
"2045"," Sarah Clinch",1
"2046"," Sarah Diefenbach",1
"2047"," Sarah E. Fox",1
"2048"," Sarah Erfani",1
"2049"," Sarah Fdili Alaoui",1
"2050"," Sarah Foley",2
"2051"," Sarah Giroux",1
"2052"," Sarah Inman",1
"2053"," Sarah Krein",1
"2054"," Sarah Lopez",1
"2055"," Sarah Martindale",1
"2056"," Sarah Prange",1
"2057"," Sarita Y. Schoenebeck",1
"2058"," Sarvapali D. Ramchurn",1
"2059"," Saskia Bakker",2
"2060"," Saskia M. Kelders",1
"2061"," Saugata Biswas",1
"2062"," Savvas Petridis",1
"2063"," Scarlett Rowland",1
"2064"," Sciences)",1
"2065"," Scott Bateman",1
"2066"," Scott E. Hudson",3
"2067"," Scott Hudson",1
"2068"," Scott Klemmer",1
"2069"," Sean A. Munson",1
"2070"," Sean Braley",1
"2071"," Sean Drewes",1
"2072"," Sean Follmer",4
"2073"," Sean Kross",1
"2074"," Sebastian Boring",2
"2075"," Sebastian Deterding",1
"2076"," Sebastian Gunther",2
"2077"," Sebastian Koch",1
"2078"," Sebastian Oberdorfer",1
"2079"," Sebastian S. Feger",2
"2080"," Sebastian Stein",1
"2081"," Seita Kayukawa",1
"2082"," Selen Turkay",1
"2083"," Selina Jeanne Sutton",1
"2084"," Selma Sabanovic",1
"2085"," Senthil Chandrasegaran",1
"2086"," Serge Egelman",1
"2087"," Seth Cooper",1
"2088"," Seung-Hee Lee",1
"2089"," Seung Taek Han",1
"2090"," Seungjae Oh",1
"2091"," Seungmoon Choi",1
"2092"," Seungwon Kim",1
"2093"," Seungyon Claire Lee",1
"2094"," Sezen Akman",1
"2095"," Shaban Zulfiqar",1
"2096"," Shaila Zaman",1
"2097"," Shalev Shahar",1
"2098"," Shalini De Mello",1
"2099"," Shamsi Iqbal",1
"2100"," Shamsi T. Iqbal",3
"2101"," Shan-Yuan Teng",1
"2102"," Shan Randhawa",1
"2103"," Shanel Wu",1
"2104"," Shang Wang",1
"2105"," Shankar Iyer",1
"2106"," Shao-Yu Chen",1
"2107"," Shaomei Wu",1
"2108"," Shaowen Bardzell",4
"2109"," Sharifa Sultana",1
"2110"," Shashank Ahire",2
"2111"," Shaun Hazeldine",1
"2112"," Shaun K. Kane",2
"2113"," Shaun Lawson",4
"2114"," Shawn Danino",1
"2115"," Shefali Haldar",1
"2116"," Sheng Tan",1
"2117"," Sherry Ruan",1
"2118"," Shigeo Morishima",1
"2119"," Shigeo Yoshida",2
"2120"," Shiri Azenkot",1
"2121"," Shirin Feiz",1
"2122"," Shiro Kumano",1
"2123"," Shivan Mittal",1
"2124"," Shlomo Berkovsky",1
"2125"," Shota Yamanaka",2
"2126"," Shriti Raj",1
"2127"," Shruthi Sai Chivukula",2
"2128"," Shruti Sannon",2
"2129"," Shuai Ma",1
"2130"," Shubh Vachher",1
"2131"," Shukan Shah",1
"2132"," Shumin Zhai",4
"2133"," Shunan Guo",1
"2134"," Shunichi Kasahara",1
"2135"," Shunming Wang",1
"2136"," Shuyi Fan",2
"2137"," Shwetank Shrey",1
"2138"," Shyamli Sindhwani",1
"2139"," Shyamnath Gollakota",1
"2140"," Sicheng Hao",1
"2141"," Sidney Fels",1
"2142"," Sidney K. D'Mello",3
"2143"," Sidney S. Fels",1
"2144"," Sierra McKinney",1
"2145"," Silvia",1
"2146"," Simo Hosio",1
"2147"," Simon Buckingham Shum",1
"2148"," Simon L. Jones",1
"2149"," Simon Robinson",4
"2150"," Simon Stent",1
"2151"," Simon T. Perrault",1
"2152"," Simon Voelker",3
"2153"," Simona Di Folco",1
"2154"," Simone Stumpf",1
"2155"," Simone Sulpizio",1
"2156"," Sindhu Kiranmai Ernala",1
"2157"," Sindy Wu",1
"2158"," Sinem Aslan",1
"2159"," Sinem E. Mete",1
"2160"," Smirity Kaushik",1
"2161"," Smiti Kahlon",1
"2162"," Snehalkumar 'Neil' S. Gaikwad",1
"2163"," Sofia E. Ayuso",1
"2164"," Soichiro Matsuda",1
"2165"," Solana Larsen",1
"2166"," Somi Ju",1
"2167"," Son Kim",1
"2168"," Sonakshi Watel",1
"2169"," Sonali R. Mishra",2
"2170"," Sonam Adinolf",1
"2171"," Sonia Chiasson",1
"2172"," Soo Jung Kim",1
"2173"," Soomin Kim",1
"2174"," Sooyeon Lee",1
"2175"," Soya Park",1
"2176"," Soyoung Yang",1
"2177"," Sriram Subramanian",3
"2178"," Stacey Kuznetsov",1
"2179"," Stacy Hsueh",1
"2180"," Stavros Vassos",1
"2181"," Stefan Greuter",1
"2182"," Stefan Schneegass",2
"2183"," Stefanie Mueller",1
"2184"," Stelian Coros",1
"2185"," Stephan Huber",1
"2186"," Stephanie Rey",1
"2187"," Stephanie Schwarz",1
"2188"," Stephanie Valencia",1
"2189"," Stephanie Vonholdt",1
"2190"," Stephanie Wilson",2
"2191"," Stephen Brewster",3
"2192"," Stephen DiVerdi",1
"2193"," Stephen Hutt",1
"2194"," Stephen J. Payne",1
"2195"," Stephen Li",1
"2196"," Stephen Smart",1
"2197"," Stephen Tsung-Han Sher",1
"2198"," Stephen Uzzo",1
"2199"," Stephen Voida",1
"2200"," Steve Benford",8
"2201"," Steve Oney",1
"2202"," Steven Baker",2
"2203"," Steven Bower",1
"2204"," Steven Dow",1
"2205"," Steven Houben",1
"2206"," Steven L. Zhang",1
"2207"," Steven M. Drucker",3
"2208"," Stevie Chancellor",1
"2209"," Subhajit Das",1
"2210"," Subin Kim",1
"2211"," Subramanian Chidambaram",1
"2212"," Sue V.G. Cobb",1
"2213"," Suleman Shahid",1
"2214"," Sung-Hee Lee",1
"2215"," Sungchul Kim",1
"2216"," Sungsoo Ray Hong",1
"2217"," Sunil Rodger",1
"2218"," Sunje Dallmeier-Tiessen",2
"2219"," Sunjun Kim",1
"2220"," Sunny Consolvo",2
"2221"," Sunny Miglani",1
"2222"," Suranga Nanayakkara",2
"2223"," Sus Lyckvi",1
"2224"," Susanne Boll",1
"2225"," Susu Huang",1
"2226"," Suwen Lin",1
"2227"," Suwen Zhu",1
"2228"," Suzanne Smith",1
"2229"," Sven Mayer",3
"2230"," Sven Stamm",1
"2231"," Svetlana Yarosh",1
"2232"," Swamy Ananthanarayan",2
"2233"," Swathi Jagannath",1
"2234"," Swati Mishra",1
"2235"," Syed Ishtiaque Ahmed",3
"2236"," Syed Masum Billah",2
"2237"," Sylvain Pauchet",1
"2238"," Sylvia Simioni",1
"2239"," Szu-Yu Liu",2
"2240"," T. Scott Murdison",1
"2241"," T.C. Nicholas Graham",1
"2242"," Tabby Davies",1
"2243"," Tad Hirsch",2
"2244"," Taeil Jin",1
"2245"," Taewook Kim",1
"2246"," Taimur Ahmed",1
"2247"," Taizhou Chen",1
"2248"," Takaaki Shiratori",1
"2249"," Takeru Hashimoto",1
"2250"," Taku Hachisu",1
"2251"," Takuji Narumi",2
"2252"," Tal Amram",1
"2253"," Tal August",1
"2254"," Tamara L. Clegg",1
"2255"," Tammy Toscos",1
"2256"," Tanja Doring",1
"2257"," Tao Bi",1
"2258"," Tapan Parikh",1
"2259"," Tara Matthews",2
"2260"," Tarja Salmela",1
"2261"," Taryn Bipat",1
"2262"," Tavish Vaidya",1
"2263"," Tawanna R. Dillahunt",3
"2264"," Taylor Childers",1
"2265"," Taylor Tabb",1
"2266"," Ted Grover",1
"2267"," Teddy Seyed",2
"2268"," Tenbroeck Smith",1
"2269"," Teng Han",1
"2270"," Teomara Rutherford",1
"2271"," Teresa Hirzle",1
"2272"," Terrance Gray",1
"2273"," Tessa Roper",1
"2274"," Thad E. Starner",1
"2275"," Thammathip Piumsomboon",1
"2276"," Theophilus Teo",1
"2277"," Thijs Roumen",1
"2278"," Thomas Constant",1
"2279"," Thomas Dylan",1
"2280"," Thomas Erickson",1
"2281"," Thomas Muender",1
"2282"," Thomas Nappey",1
"2283"," Thomas Pietrzak",1
"2284"," Thomas Reitmaier",1
"2285"," Thomas Roggla",1
"2286"," Thomas Scharf",1
"2287"," Thomas van de Werff",1
"2288"," Thomas Wurmb",1
"2289"," Thuong Hoang",1
"2290"," Ti Hoang",1
"2291"," Tiago Guerreiro",1
"2292"," Tianmi Fang",1
"2293"," Ticha Sethapakdi",1
"2294"," Tiffany Barnes",1
"2295"," Tiffany C. Veinot",1
"2296"," Tiffany C.K. Kwok",1
"2297"," Tilde Bekker",1
"2298"," Tilman Dingler",2
"2299"," Tim Donkers",1
"2300"," Tim Dwyer",1
"2301"," Tim Kraska",2
"2302"," Timothee Lecomte",1
"2303"," Timothy Merritt",1
"2304"," Timothy Neate",3
"2305"," Tine Nordgreen",1
"2306"," Titus Barik",1
"2307"," Tobias Dahl",1
"2308"," Tobias Grundgeiger",1
"2309"," Tobias Langlotz",2
"2310"," Tobias Seitz",1
"2311"," Toby Gifford",1
"2312"," Tom Bartindale",2
"2313"," Tom Feltwell",2
"2314"," Tom Hitron",1
"2315"," Tom Horak",1
"2316"," Tom Nappey",1
"2317"," Tom Schofield",1
"2318"," Tom Veuskens",1
"2319"," Tommy Nilsson",1
"2320"," Tomohiro Tanikawa",1
"2321"," Tong Wang",1
"2322"," Tongjian You",1
"2323"," Toni Kaplan",1
"2324"," Tonja Machulla",2
"2325"," Tormod Næs",1
"2326"," Toshio Kawashima",1
"2327"," Toshiyuki Maeda",1
"2328"," Tovi Grossman",2
"2329"," Travis W. Windleharth",1
"2330"," Tricia J. Ngoon",1
"2331"," Troy Nachtigall",1
"2332"," Tshering Dema",1
"2333"," Tuck Wah Leong",1
"2334"," Tung-Yen Chuang",1
"2335"," Tuomas Kari",1
"2336"," Tyson Van de Zande",1
"2337"," Tzu-Sheng Kuo",1
"2338"," TzuChuan Chen",1
"2339"," Uichin Lee",2
"2340"," Ujwal Gadiraju",1
"2341"," Ulrik Lyngs",1
"2342"," Umar Saif",1
"2343"," University of London)",1
"2344"," Vaishnav Kameswaran",1
"2345"," Valentin Becquet",1
"2346"," Valentin Schwind",4
"2347"," Valentina Nisi",1
"2348"," Vanessa Echeverria",1
"2349"," Varnit Jain",1
"2350"," Varsha Koushik",2
"2351"," Vassilis Kostakos",1
"2352"," Venkatraghavan Sundararajan",1
"2353"," Verena Distler",1
"2354"," Veronica Catete",1
"2355"," Victor R. Schinazi",1
"2356"," Victoria Neumann",1
"2357"," Victoria Young",1
"2358"," Vidya Sarangapani",1
"2359"," Vienna Rose",1
"2360"," Vikas Ashok",2
"2361"," Vincent Koenig",1
"2362"," Vincent Trichon",1
"2363"," Vincent W.-S. Tseng",1
"2364"," Vincent Wade",1
"2365"," Vinoba Vinayagamoorthy",1
"2366"," Virpi Roto",1
"2367"," Vishwa Shah",1
"2368"," Vivek Seshadri",1
"2369"," Vivien Morris",1
"2370"," Vladislav Hnatovskiy",1
"2371"," Volker Wulf",1
"2372"," Wai-Tat Fu",1
"2373"," Wally Smith",1
"2374"," Wanda Pratt",2
"2375"," Wataru Yamada",1
"2376"," Wei Wang",1
"2377"," Weidong Huang",1
"2378"," Weijia He",1
"2379"," Weijie He",1
"2380"," Weinan Shi",1
"2381"," Weiwen Leung",1
"2382"," Weiyu Zhang",1
"2383"," Wen-Chieh Lin",2
"2384"," Wendy E. Mackay",4
"2385"," Wendy Ju",3
"2386"," Wenge Xu",1
"2387"," Wenjia Zhang",1
"2388"," Wenjie Zhu",1
"2389"," Wenqiang Zhang",1
"2390"," Wenzhe Cui",1
"2391"," Wesley Willett",1
"2392"," Weston Baxter",1
"2393"," Wijnand A. IJsselsteijn",1
"2394"," Wijnand IJsselsteijn",1
"2395"," Wilko Heuten",1
"2396"," Will Brackenbury",1
"2397"," William A. Sterling",1
"2398"," William Buxton",1
"2399"," William Delamare",1
"2400"," William Frier",1
"2401"," William Gaver",1
"2402"," William Odom",4
"2403"," William Thies",1
"2404"," Wilmot Li",1
"2405"," Wint Hnin",1
"2406"," Wolfgang Stuerzlinger",4
"2407"," Wolmet Barendregt",2
"2408"," Woontack Woo",1
"2409"," Wren Thompson",1
"2410"," Xan Gregg (SAS Institute",1
"2411"," Xi Lu",1
"2412"," Xi Wang",1
"2413"," Xi Yang",1
"2414"," Xian Li",1
"2415"," Xianghua Ding",2
"2416"," Xiangmin Fan",2
"2417"," Xiangmin Fan (University of Chinese Academy of",1
"2418"," Xiangshi Ren",2
"2419"," Xiankang Qin",1
"2420"," Xiao Ma",2
"2421"," Xiao Tu",1
"2422"," Xiaohui Shen",1
"2423"," Xiaojuan Ma",3
"2424"," Xiaojun Bi",6
"2425"," Xiaoying Wei",1
"2426"," Xin Gao",1
"2427"," Xin Yi",1
"2428"," Xing-Dong Yang",3
"2429"," Xingyu Chi",1
"2430"," Xinning Gui",2
"2431"," Xinru Page",1
"2432"," Xiying Wang",1
"2433"," Xucong Zhang",1
"2434"," Xuecong Xu",1
"2435"," Xuhai Xu",1
"2436"," Xujing Zhang",1
"2437"," Yada Pruksachatkun",1
"2438"," Yan Wang",1
"2439"," Yang Li",1
"2440"," Yang Wang",1
"2441"," Yang Zhang",2
"2442"," Yanni Loukissas",1
"2443"," Yannis Kommana",1
"2444"," Yanqi Jiang",1
"2445"," Yao Ming",1
"2446"," Yash Dhanpal Mehta",1
"2447"," Yasha Iravantchi",2
"2448"," Yasuaki Kakehi",1
"2449"," Yasuhito Sawahata",1
"2450"," Yasutoshi Makino",1
"2451"," Yasuyuki Sumi",1
"2452"," Yaxing Yao",1
"2453"," Ye Tao",2
"2454"," Ye Yuan",1
"2455"," Yea-Seul Kim",2
"2456"," Yein Jo",1
"2457"," Yeshuang Zhu",1
"2458"," Yi-Chen Lee",2
"2459"," Yi-Cheng Wang",1
"2460"," Yi-Chin Lee",1
"2461"," Yi-Hao Peng",1
"2462"," Yi-Shiun Wu",1
"2463"," Yi Chen",1
"2464"," Yi Xuan Khoo",2
"2465"," Yi Yang",1
"2466"," Yicheng Zhu",1
"2467"," Yifang Li",1
"2468"," Yinan Zheng",1
"2469"," Yiping Kong",1
"2470"," Yiqin Lu",1
"2471"," Yixin Zou",2
"2472"," Yiying Wu",1
"2473"," Yizheng Gu",1
"2474"," Yoav Orlev",1
"2475"," Yoichi Sato",1
"2476"," Yolanda A. Rankin",1
"2477"," Yolande Strengers",1
"2478"," Yong Wang",1
"2479"," Yonggeol Jo",1
"2480"," Yonggyu Kim",1
"2481"," Yongjie Jessica Zhang",1
"2482"," Yongqi Zhang",1
"2483"," Yoon Hyung Choi",1
"2484"," Yoonji Kim",1
"2485"," Yoshihiro Kawahara",1
"2486"," Youn-kyung Lim",2
"2487"," Young-Ho Kim",1
"2488"," Young-Woo Park",1
"2489"," Youngki Lee",1
"2490"," Youngkyung Choi",1
"2491"," Youngwook Do",1
"2492"," Yu-Jung Ko",1
"2493"," Yu-Lin Chung",1
"2494"," Yuan-Ling Feng",1
"2495"," Yuanchun Shi",5
"2496"," Yuanyuan Feng",1
"2497"," Yubo Kou",2
"2498"," Yucheng Zeng",1
"2499"," Yuchong Zhang",1
"2500"," Yue Jiang",1
"2501"," Yue Qin",1
"2502"," Yueting Weng",1
"2503"," Yuhan Luo",1
"2504"," Yuhang Zhao",1
"2505"," Yun-Han Huang",1
"2506"," Yunan Chen",3
"2507"," Yunbo Zhang",1
"2508"," Yung-Ju Chang",1
"2509"," Yunhwan Kwon",1
"2510"," Yuqian Sun",1
"2511"," Yusuke Sugano",1
"2512"," Yutaka Tokuda",1
"2513"," Yuvraj Agarwal",1
"2514"," Yuxuan Zhao",1
"2515"," Yvonne Jansen",2
"2516"," Zaher Joukhadar",1
"2517"," Zahra Ashktorab",2
"2518"," Zain Tariq",1
"2519"," Zarni Phyo",1
"2520"," Zelun Wang",1
"2521"," Zezhong Wang",1
"2522"," Zhe Li",1
"2523"," Zhe Lin",1
"2524"," Zhen Li",1
"2525"," Zheng Yao",1
"2526"," Zheng Zhang",1
"2527"," Zhengneng Qiu",1
"2528"," Zhengxuan Wu",1
"2529"," Zhenhui Peng",1
"2530"," Zhicheng Liu",4
"2531"," Zhicong Lu",1
"2532"," Zhihua Jin",1
"2533"," Zhiqiu Lin",1
"2534"," Zhong Lin Wang",1
"2535"," Zhongxiu Peddycord-Liu",1
"2536"," Zhuohao Zhang",1
"2537"," Zhuying Li",2
"2538"," Zi Wang",1
"2539"," Zijun Wei",1
"2540"," Zikai Alex Wen",1
"2541"," Zilin Ma",1
"2542"," Ziming Wu",2
"2543"," Zinaida Benenson",1
"2544"," Zoe A. Bermet",2
"2545"," Zoe Lambert",1
"2546"," Zoe Steine-Hanson",1
"2547"," Zubin Kanga",1
"2548","David Ribes",1
"2549","Laura Di Chen",1
