"","ID","Title","Authors"
"1758",354,"Witchcraft and HCI: Morality"," Sharifa Sultana (Cornell University)"
"2460",354,"Witchcraft and HCI: Morality"," Syed Ishtiaque Ahmed (University of Toronto)"
"355",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Sherry Ruan (Stanford University)"
"1057",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Liwei Jiang (Colby College)"
"1759",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Justin Xu"
"2461",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Bryce Joe-Kun Tham"
"3163",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Zhengneng Qiu (Stanford University)"
"3865",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Yeshuang Zhu (Tsinghua University)"
"4567",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Elizabeth L. Murnane"
"5269",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," Emma Brunskill"
"5971",355,"QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge"," James A. Landay (Stanford University)"
"356",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Aloha Hufana Ambe"
"1058",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Margot Brereton"
"1760",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Alessandro Soro"
"2462",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Laurie Buys"
"3164",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," Paul Roe"
"3866",356,"The Adventures of Older Authors: Exploring Futures through Co-Design Fictions"," (Queensland University of Technology)"
"357",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Parastoo Abtahi"
"1059",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Benoit Landry"
"1761",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Jackie Yang"
"2463",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Marco Pavone"
"3165",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," Sean Follmer"
"3867",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," James A. Landay"
"4569",357,"Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality"," (Stanford University)"
"358",358,"Using Presence Questionnaires in Virtual Reality"," Valentin Schwind (University of Stuttgart)"
"1060",358,"Using Presence Questionnaires in Virtual Reality"," Pascal Knierim (Ludwig Maximilian University of Munich)"
"1762",358,"Using Presence Questionnaires in Virtual Reality"," Nico Haas (University of Stuttgart)"
"2464",358,"Using Presence Questionnaires in Virtual Reality"," Niels Henze (University of Regensburg)"
"359",359,"Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model"," Valentin Schwind (University of Stuttgart)"
"1061",359,"Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model"," Niklas Deierlein (University of Hagen)"
"1763",359,"Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model"," Romina Poguntke (University of Stuttgart)"
"2465",359,"Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model"," Niels Henze (University of Regensburg)"
"360",360,"Anchoring Effects and Troublesome Asymmetric Transfer in Subjective Ratings"," Andy Cockburn (University of Canterbury)"
"1062",360,"Anchoring Effects and Troublesome Asymmetric Transfer in Subjective Ratings"," Carl Gutwin (University of Saskatchewan)"
"361",361,"Aggregated Visualization of Playtesting Data"," Gunter Wallner (Eindhoven University of Technology)"
"1063",361,"Aggregated Visualization of Playtesting Data"," Nour Halabi (University of Ontario Institute of Technology)"
"1765",361,"Aggregated Visualization of Playtesting Data"," Pejman Mirza-Babaei (University of Ontario Institute of Technology)"
"362",362,"Look-From Camera Control for 3D Terrain Maps"," Kurtis Danyluk (University of Calgary)"
"1064",362,"Look-From Camera Control for 3D Terrain Maps"," Bernhard Jenny (Monash University)"
"1766",362,"Look-From Camera Control for 3D Terrain Maps"," Wesley Willett (University of Calgary)"
"363",363,"ZeRONE: Safety Drone with Blade-Free Propulsion"," Wataru Yamada"
"1065",363,"ZeRONE: Safety Drone with Blade-Free Propulsion"," Hiroyuki Manabe"
"1767",363,"ZeRONE: Safety Drone with Blade-Free Propulsion"," Daizo Ikeda (NTT DOCOMO)"
"364",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Shefali Haldar"
"1066",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Sonali R. Mishra"
"1768",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Maher Khelifi (University of Washington)"
"2470",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Ari H. Pollack (Seattle Children's Hospital)"
"3172",364,"Beyond the Patient Portal: Supporting Needs of Hospitalized Patients"," Wanda Pratt (University of Washington)"
"365",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Rakibul Hasan (Indiana University)"
"1067",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Yifang Li (Clemson University)"
"1769",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Eman Hassan (Indiana University)"
"2471",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Kelly Caine (Clemson University)"
"3173",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," David J. Crandall (Indiana University)"
"3875",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Roberto Hoyle (Oberlin College)"
"4577",365,"Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms"," Apu Kapadia (Indiana University)"
"366",366,"An Analytic Model for Time Efficient Personal Hierarchies"," William Delamare (Kochi University of Technology & University of Manitoba)"
"1068",366,"An Analytic Model for Time Efficient Personal Hierarchies"," Ali Neshati"
"1770",366,"An Analytic Model for Time Efficient Personal Hierarchies"," Pourang Irani (University of Manitoba)"
"2472",366,"An Analytic Model for Time Efficient Personal Hierarchies"," Xiangshi Ren (Kochi University of Technology)"
"367",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Ruta Desai (Carnegie Mellon University)"
"1069",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Fraser Anderson"
"1771",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Justin Matejka (Autodesk Research)"
"2473",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Stelian Coros (ETH Zurich)"
"3175",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," James McCann (Carnegie Mellon University)"
"3877",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," George Fitzmaurice"
"4579",367,"Geppetto: Enabling Semantic Design of Expressive Robot Behaviors"," Tovi Grossman (Autodesk Research)"
"368",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Pooja M. Desai (Columbia University Teachers College)"
"1070",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Elliot G. Mitchell (Columbia University Medical Center)"
"1772",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Maria L. Hwang (Fashion Institute of Technology)"
"2474",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Matthew E. Levine (California Institute of Technology)"
"3176",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," David J. Albers ( Columbia University Medical Center)"
"3878",368,"Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management"," Lena Mamykina (Columbia University Medical Center)"
"369",369,"Exploring Factors that Influence Connected Drivers to (Not) Use or Follow Recommended Optimal Routes"," Briane Paul V. Samson (De La Salle University & Future University Hakodate)"
"1071",369,"Exploring Factors that Influence Connected Drivers to (Not) Use or Follow Recommended Optimal Routes"," Yasuyuki Sumi (Future University Hakodate)"
"370",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Guanhong Liu (Tsinghua University)"
"1072",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Xianghua Ding (Fudan University)"
"1774",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Chun Yu (Tsinghua University)"
"2476",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Lan Gao (Beihang University)"
"3178",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Xingyu Chi (Kensington Park School)"
"3880",370,"I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping"," Yuanchun Shi (Tsinghua University)"
"371",371,"Touchscreen Haptic Augmentation Effects on Tapping Drag and Drop and Path Following"," Mitchell L. Gordon (Stanford University)"
"1073",371,"Touchscreen Haptic Augmentation Effects on Tapping Drag and Drop and Path Following"," Shumin Zhai (Google)"
"372",372,"Opportunities for Automating Email Processing: A Need-Finding Study"," Soya Park"
"1074",372,"Opportunities for Automating Email Processing: A Need-Finding Study"," Amy X. Zhang"
"1776",372,"Opportunities for Automating Email Processing: A Need-Finding Study"," Luke S. Murray"
"2478",372,"Opportunities for Automating Email Processing: A Need-Finding Study"," David R. Karger (Massachusetts Institute of Technology)"
"373",373,"Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design"," Kenny Tsu Wei Choo"
"1075",373,"Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design"," Rajesh Krishna Balan (Singapore Management University)"
"1777",373,"Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design"," Youngki Lee (Seoul National University)"
"374",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," Syed Masum Billah"
"1076",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," Yu-Jung Ko"
"1778",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," Vikas Ashok"
"2480",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," Xiaojun Bi"
"3182",374,"Accessible Gesture Typing for Non-Visual Text Entry on Smartphones"," IV Ramakrishnan (Stony Brook University)"
"375",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Jay Rainey"
"1077",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Kyle Montague (Newcastle University)"
"1779",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Pamela Briggs (Northumbria University)"
"2481",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Robert Anderson"
"3183",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Thomas Nappey (Newcastle University)"
"3885",375,"Gabber: Supporting Voice in Participatory Qualitative Practices"," Patrick Olivier (Monash University)"
"376",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Oussama Metatla"
"1078",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Alison Oldfield"
"1780",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Taimur Ahmed"
"2482",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Antonis Vafeas"
"3184",376,"Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils"," Sunny Miglani (University of Bristol)"
"377",377,"Programmable Donations: Exploring Escrow-Based Conditional Giving"," Chris Elsden (Northumbria University)"
"1079",377,"Programmable Donations: Exploring Escrow-Based Conditional Giving"," Ludwig Trotter"
"1781",377,"Programmable Donations: Exploring Escrow-Based Conditional Giving"," Mike Harding"
"2483",377,"Programmable Donations: Exploring Escrow-Based Conditional Giving"," Nigel Davies (Lancaster University)"
"3185",377,"Programmable Donations: Exploring Escrow-Based Conditional Giving"," Chris Speed (University of Edinburgh)"
"3887",377,"Programmable Donations: Exploring Escrow-Based Conditional Giving"," John Vines (Northumbria University)"
"378",378,"Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception"," Aditya Shekhar Nittala (Saarland University)"
"1080",378,"Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception"," Klaus Kruttwig (INM-Leibniz Institute for New Materials)"
"1782",378,"Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception"," Jaeyeon Lee (Korea Advanced Institute of Science and Technology)"
"2484",378,"Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception"," Roland Bennewitz"
"3186",378,"Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception"," Eduard Arzt (INM-Leibniz Institute for New Materials)"
"3888",378,"Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception"," Jurgen Steimle (Saarland University)"
"379",379,"Exploring Crowdsourced Work in Low-Resource Settings"," Manu Chopra"
"1081",379,"Exploring Crowdsourced Work in Low-Resource Settings"," Indrani Medhi Thies"
"1783",379,"Exploring Crowdsourced Work in Low-Resource Settings"," Joyojeet Pal"
"2485",379,"Exploring Crowdsourced Work in Low-Resource Settings"," Colin Scott"
"3187",379,"Exploring Crowdsourced Work in Low-Resource Settings"," William Thies"
"3889",379,"Exploring Crowdsourced Work in Low-Resource Settings"," Vivek Seshadri (Microsoft Research)"
"380",380,"Using Both Hands: Tangibles for Stroke Rehabilitation in the Home"," Mikko Kyto (Aalto University)"
"1082",380,"Using Both Hands: Tangibles for Stroke Rehabilitation in the Home"," Laura Maye (Aalto University)"
"1784",380,"Using Both Hands: Tangibles for Stroke Rehabilitation in the Home"," David McGookin (Aalto University)"
"381",381,"Barriers to End-User Designers of Augmented Fabrication"," Chandan Mahapatra (Rochester Institute of Technology)"
"1083",381,"Barriers to End-User Designers of Augmented Fabrication"," Jonas Kjeldmand Jensen (University of Copenhagen)"
"1785",381,"Barriers to End-User Designers of Augmented Fabrication"," Michael McQuaid (Rochester Institute of Technology)"
"2487",381,"Barriers to End-User Designers of Augmented Fabrication"," Daniel Ashbrook (University of Copenhagen)"
"382",382,"Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity"," Somi Ju"
"1084",382,"Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity"," Kyung-Ryong Lee"
"1786",382,"Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity"," Subin Kim"
"2488",382,"Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity"," Young-Woo Park (Ulsan National Institute of Science and Technology)"
"383",383,"Empowering Expression for Users with Aphasia through Constrained Creativity"," Timothy Neate"
"1085",383,"Empowering Expression for Users with Aphasia through Constrained Creativity"," Abi Roper"
"1787",383,"Empowering Expression for Users with Aphasia through Constrained Creativity"," Stephanie Wilson"
"2489",383,"Empowering Expression for Users with Aphasia through Constrained Creativity"," Jane Marshall (University of London)"
"384",384,"The Race Towards Digital Wellbeing: Issues and Opportunities"," Alberto Monge Roffarello"
"1086",384,"The Race Towards Digital Wellbeing: Issues and Opportunities"," Luigi De Russis (Politecnico di Torino)"
"385",385,"Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation"," Larissa Pschetz (University of Edinburgh)"
"1087",385,"Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation"," Kruakae Pothong (University College London)"
"1789",385,"Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation"," Chris Speed (University of Edinburgh)"
"386",386,"Empowering End Users in Debugging Trigger-Action Rules"," Fulvio Corno"
"1088",386,"Empowering End Users in Debugging Trigger-Action Rules"," Luigi De Russis"
"1790",386,"Empowering End Users in Debugging Trigger-Action Rules"," Alberto Monge Roffarello (Politecnico di Torino)"
"387",387,"Mapping the Landscape of Creativity Support Tools in HCI"," Jonas Frich"
"1089",387,"Mapping the Landscape of Creativity Support Tools in HCI"," Lindsay MacDonald Vermeulen"
"1791",387,"Mapping the Landscape of Creativity Support Tools in HCI"," Christian Remy"
"2493",387,"Mapping the Landscape of Creativity Support Tools in HCI"," Michael Mose Biskjaer"
"3195",387,"Mapping the Landscape of Creativity Support Tools in HCI"," Peter Dalsgaard"
"3897",387,"Mapping the Landscape of Creativity Support Tools in HCI"," (Aarhus University)"
"388",388,"Follow the Money: Managing Personal Finance Digitally"," Makayla Lewis"
"1090",388,"Follow the Money: Managing Personal Finance Digitally"," Mark Perry (Brunel University London)"
"389",389,"Crowdworker Economics in the Gig Economy"," Jason T. Jacques"
"1091",389,"Crowdworker Economics in the Gig Economy"," Per Ola Kristensson (University of Cambridge)"
"390",390,"Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists"," Anna Rudnicka"
"1092",390,"Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists"," Anna L. Cox (University College London)"
"1794",390,"Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists"," Sandy J. J. Gould (University of Birmingham)"
"391",391,"Frame Analysis of Voice Interaction Gameplay"," Fraser Allison"
"1093",391,"Frame Analysis of Voice Interaction Gameplay"," Joshua Newn"
"1795",391,"Frame Analysis of Voice Interaction Gameplay"," Wally Smith (The University of Melbourne)"
"2497",391,"Frame Analysis of Voice Interaction Gameplay"," Marcus Carter (The University of Sydney)"
"3199",391,"Frame Analysis of Voice Interaction Gameplay"," Martin Gibbs (The University of Melbourne)"
"392",392,"A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps"," Ahed Aladwan"
"1094",392,"A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps"," Ryan M. Kelly"
"1796",392,"A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps"," Steven Baker"
"2498",392,"A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps"," Eduardo Velloso (University of Melbourne)"
"393",393,"PicMe: Interactive Visual Guidance for Taking Requested Photo Composition"," Minju Kim (Korea Advanced Institute of Science and Technology)"
"1095",393,"PicMe: Interactive Visual Guidance for Taking Requested Photo Composition"," Jungjin Lee (KAI Inc.)"
"394",394,"Power Struggles and Disciplined Designers - A Nexus Analytic Inquiry on Cross-Disciplinary Research and Design"," Netta Iivari (University of Oulu)"
"395",395,"Evaluating Sustainable Interaction Design of Digital Services: The Case of YouTube"," Chris Preist"
"1097",395,"Evaluating Sustainable Interaction Design of Digital Services: The Case of YouTube"," Daniel Schien"
"1799",395,"Evaluating Sustainable Interaction Design of Digital Services: The Case of YouTube"," Paul Shabajee (University of Bristol)"
"396",396,"Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality"," Hariharan Subramonyam (University of Michigan)"
"1098",396,"Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality"," Steven M. Drucker (Microsoft Research)"
"1800",396,"Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality"," Eytan Adar (University of Michigan)"
"397",397,"Managing Multimorbidity: Identifying Design Requirements for a Digital Self-Management Tool to Support Older Adults with Multiple Chronic Conditions"," Julie Doyle (Dundalk Institute of Technology)"
"1099",397,"Managing Multimorbidity: Identifying Design Requirements for a Digital Self-Management Tool to Support Older Adults with Multiple Chronic Conditions"," Emma Murphy (Trinity College Dublin)"
"1801",397,"Managing Multimorbidity: Identifying Design Requirements for a Digital Self-Management Tool to Support Older Adults with Multiple Chronic Conditions"," Janneke Kuiper (Vrije Universiteit Brussel)"
"2503",397,"Managing Multimorbidity: Identifying Design Requirements for a Digital Self-Management Tool to Support Older Adults with Multiple Chronic Conditions"," Suzanne Smith (Dundalk Institute of Technology)"
"3205",397,"Managing Multimorbidity: Identifying Design Requirements for a Digital Self-Management Tool to Support Older Adults with Multiple Chronic Conditions"," Caoimhe Hannigan (Trinity College Dublin)"
"3907",397,"Managing Multimorbidity: Identifying Design Requirements for a Digital Self-Management Tool to Support Older Adults with Multiple Chronic Conditions"," An Jacobs (Vrije Universiteit Brussel)"
"4609",397,"Managing Multimorbidity: Identifying Design Requirements for a Digital Self-Management Tool to Support Older Adults with Multiple Chronic Conditions"," John Dinsmore (Trinity College Dublin)"
"398",398,"The Performative Mirror Space"," Rachel Jacobs"
"1100",398,"The Performative Mirror Space"," Holger Schnadelbach (University of Nottingham)"
"1802",398,"The Performative Mirror Space"," Nils Jager (University of Loughborough)"
"2504",398,"The Performative Mirror Space"," Silvia"
"3206",398,"The Performative Mirror Space"," Leal"
"3908",398,"The Performative Mirror Space"," Robin Shackford (Independent Creative)"
"4610",398,"The Performative Mirror Space"," Steve Benford"
"5312",398,"The Performative Mirror Space"," Roma Patel (University of Nottingham)"
"399",399,"The Inflatable Cat: Idiosyncratic Ideation of Smart Objects for the Home"," Arne Berger (Chemnitz University of Technology)"
"1101",399,"The Inflatable Cat: Idiosyncratic Ideation of Smart Objects for the Home"," William Odom (Simon Fraser University)"
"1803",399,"The Inflatable Cat: Idiosyncratic Ideation of Smart Objects for the Home"," Michael Storz"
"2505",399,"The Inflatable Cat: Idiosyncratic Ideation of Smart Objects for the Home"," Andreas Bischof"
"3207",399,"The Inflatable Cat: Idiosyncratic Ideation of Smart Objects for the Home"," Albrecht Kurze (Chemnitz University of Technology)"
"3909",399,"The Inflatable Cat: Idiosyncratic Ideation of Smart Objects for the Home"," Eva Hornecker (Bauhaus-Universitat Weimar)"
"400",400,"Grasping Microgestures: Eliciting Single-hand Microgestures for Handheld Objects"," Adwait Sharma"
"1102",400,"Grasping Microgestures: Eliciting Single-hand Microgestures for Handheld Objects"," Joan Sol Roo"
"1804",400,"Grasping Microgestures: Eliciting Single-hand Microgestures for Handheld Objects"," Jurgen Steimle (Saarland University)"
"401",401,"AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits"," Jo-Yu Lo"
"1103",401,"AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits"," Da-Yuan Huang"
"1805",401,"AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits"," Tzu-Sheng Kuo (National Taiwan University)"
"2507",401,"AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits"," Chen-Kuo Sun (National Taiwan University)"
"3209",401,"AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits"," Jun Gong (Dartmouth College)"
"3911",401,"AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits"," Teddy Seyed (University of Calgary)"
"4613",401,"AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits"," Xing-Dong Yang (Dartmouth College)"
"5315",401,"AutoFritz: Autocomplete for Prototyping Virtual Breadboard Circuits"," Bing-Yu Chen (National Taiwan University)"
"402",402,"Printer Pals: Experience-Centered Design to Support Agency for People with Dementia"," Sarah Foley (University College Cork)"
"1104",402,"Printer Pals: Experience-Centered Design to Support Agency for People with Dementia"," Daniel Welsh (Newcastle University)"
"1806",402,"Printer Pals: Experience-Centered Design to Support Agency for People with Dementia"," Nadia Pantidi (University College Cork)"
"2508",402,"Printer Pals: Experience-Centered Design to Support Agency for People with Dementia"," Kellie Morrissey"
"3210",402,"Printer Pals: Experience-Centered Design to Support Agency for People with Dementia"," Tom Nappey (Newcastle University)"
"3912",402,"Printer Pals: Experience-Centered Design to Support Agency for People with Dementia"," John McCarthy (University College Cork)"
"403",403,"Using Time and Space Efficiently in Driverless Cars: Findings of a Co-Design Study"," Gunnar Stevens (University of Siegen)"
"1105",403,"Using Time and Space Efficiently in Driverless Cars: Findings of a Co-Design Study"," Paul Bossauer"
"1807",403,"Using Time and Space Efficiently in Driverless Cars: Findings of a Co-Design Study"," Stephanie Vonholdt"
"2509",403,"Using Time and Space Efficiently in Driverless Cars: Findings of a Co-Design Study"," Christina Pakusch (Bonn-Rhein-Sieg University)"
"404",404,"Expression of Curiosity in Social Robots: Design"," Perception and Effects on Behaviour"
"1106",404,"Expression of Curiosity in Social Robots: Design"," Jessy Ceha"
"1808",404,"Expression of Curiosity in Social Robots: Design"," Nalin Chhibber"
"2510",404,"Expression of Curiosity in Social Robots: Design"," Joslin Goh"
"3212",404,"Expression of Curiosity in Social Robots: Design"," Corina McDonald (University of Waterloo)"
"3914",404,"Expression of Curiosity in Social Robots: Design"," Pierre-Yves Oudeyer (Inria Bordeaux Sud-Ouest)"
"4616",404,"Expression of Curiosity in Social Robots: Design"," Dana Kulic"
"5318",404,"Expression of Curiosity in Social Robots: Design"," Edith Law (University of Waterloo)"
"405",405,"Understanding and Mitigating Worker Biases in the Crowdsourced Collection of Subjective Judgments"," Christoph Hube"
"1107",405,"Understanding and Mitigating Worker Biases in the Crowdsourced Collection of Subjective Judgments"," Besnik Fetahu"
"1809",405,"Understanding and Mitigating Worker Biases in the Crowdsourced Collection of Subjective Judgments"," Ujwal Gadiraju (Leibniz Universtat Hannover)"
"406",406,"Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction"," Jess McIntosh"
"1108",406,"Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction"," Paul Strohmeier (University of Copenhagen)"
"1810",406,"Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction"," Jarrod Knibbe (Monash University)"
"2512",406,"Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction"," Sebastian Boring"
"3214",406,"Magnetips: Combining Fingertip Tracking and Haptic Feedback for Around-Device Interaction"," Kasper Hornbæk (University of Copenhagen)"
"407",407,"Measuring the Influences of Musical Parameters on Cognitive and Behavioral Responses to Audio Notifications Using EEG and Large-scale Online Studies"," Fu-Yin Cherng"
"1109",407,"Measuring the Influences of Musical Parameters on Cognitive and Behavioral Responses to Audio Notifications Using EEG and Large-scale Online Studies"," Yi-Chen Lee"
"1811",407,"Measuring the Influences of Musical Parameters on Cognitive and Behavioral Responses to Audio Notifications Using EEG and Large-scale Online Studies"," Jung-Tai King"
"2513",407,"Measuring the Influences of Musical Parameters on Cognitive and Behavioral Responses to Audio Notifications Using EEG and Large-scale Online Studies"," Wen-Chieh Lin (National Chiao Tung University)"
"408",408,"Design Considerations for Interactive Office Lighting: Interface Characteristics Shared and Hybrid Control"," Thomas van de Werff (Eindhoven University of Technology)"
"1110",408,"Design Considerations for Interactive Office Lighting: Interface Characteristics Shared and Hybrid Control"," Charlotte van Lotringen (Eindhoven University of Technology)"
"1812",408,"Design Considerations for Interactive Office Lighting: Interface Characteristics Shared and Hybrid Control"," Harm van Essen"
"2514",408,"Design Considerations for Interactive Office Lighting: Interface Characteristics Shared and Hybrid Control"," Berry Eggen (Eindhoven University of Technology)"
"409",409,"Will You Accept an Imperfect AI? Exploring Designs for Adjusting End-user Expectations of AI Systems"," Rafal Kocielnik (University of Washington)"
"1111",409,"Will You Accept an Imperfect AI? Exploring Designs for Adjusting End-user Expectations of AI Systems"," Saleema Amershi"
"1813",409,"Will You Accept an Imperfect AI? Exploring Designs for Adjusting End-user Expectations of AI Systems"," Paul N. Bennett (Microsoft Research)"
"410",410,"Voice-Based Quizzes for Measuring Knowledge Retention in Under-Connected Populations"," Agha Ali Raza"
"1112",410,"Voice-Based Quizzes for Measuring Knowledge Retention in Under-Connected Populations"," Zain Tariq"
"1814",410,"Voice-Based Quizzes for Measuring Knowledge Retention in Under-Connected Populations"," Shan Randhawa"
