ID,Title,Authors,Org
336,Sensing Fine-Grained Hand Activity with Smartwatches, Chris Harrison (Carnegie Mellon University),Carnegie Mellon University
337,Human-Computer Insurrection: Notes on an Anarchist HCI, Os Keyes,University of Washington
337,Human-Computer Insurrection: Notes on an Anarchist HCI, Josephine Hoy,University of Washington
337,Human-Computer Insurrection: Notes on an Anarchist HCI, Margaret Drouhard (University of Washington),University of Washington
338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources", Kimia Kiani,Simon Fraser University
338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources", George Cui (Simon Fraser University),Simon Fraser University
338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources", Andrea Bunt (University of Manitoba),University of Manitoba
338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources", Joanna McGrenere (University of British Columbia),University of British Columbia
338,"Beyond ""One-Size-Fits-All"": Understanding the Diversity in How Software Newcomers Discover and Make Use of Help Resources", Parmit K. Chilana (Simon Fraser University),Simon Fraser University
339,City Explorer: The Design and Evaluation of a Location-Based Community Information System, Carolyn Pang,Simon Fraser University
339,City Explorer: The Design and Evaluation of a Location-Based Community Information System, Rui Pan,Simon Fraser University
339,City Explorer: The Design and Evaluation of a Location-Based Community Information System, Carman Neustaedter,Simon Fraser University
339,City Explorer: The Design and Evaluation of a Location-Based Community Information System, Kate Hennessy (Simon Fraser University),Simon Fraser University
340,Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis, Hana Vrzakova,University of Colorado Boulder
340,Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis, Mary Jean Amon,University of Colorado Boulder
340,Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis, Angela E. B. Stewart,University of Colorado Boulder
340,Dynamics of Visual Attention in Multiparty Collaborative Problem Solving using Multidimensional Recurrence Quantification Analysis, Sidney K. D'Mello (University of Colorado Boulder),University of Colorado Boulder
341,Upside and Downside Risk in Online Security for Older Adults with Mild Cognitive Impairment, Helena M. Mentis,University of Maryland
341,Upside and Downside Risk in Online Security for Older Adults with Mild Cognitive Impairment, Galina Madjaroff,University of Maryland
341,Upside and Downside Risk in Online Security for Older Adults with Mild Cognitive Impairment, Aaron K. Massey (University of Maryland),University of Maryland
342,Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities, Diyi Yang,Carnegie Mellon University
342,Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities, Robert E. Kraut (Carnegie Mellon University),Carnegie Mellon University
342,Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities, Tenbroeck Smith (American Cancer Society),American Cancer Society
342,Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities, Elijah Mayfield (Carnegie Mellon University),Carnegie Mellon University
342,Seekers Providers Welcomers and Storytellers: Modeling Social Roles in Online Health Communities, Dan Jurafsky (Stanford University),Stanford University
343,AdaCAD: Crafting Software For Smart Textiles Design, Mikhaila Friske,University of Colorado Boulder
343,AdaCAD: Crafting Software For Smart Textiles Design, Shanel Wu,University of Colorado Boulder
343,AdaCAD: Crafting Software For Smart Textiles Design, Laura Devendorf (University of Colorado Boulder),University of Colorado Boulder
344,Trust and Recall of Information across Varying Degrees of Title-Visualization Misalignment, Ha-Kyung Kong (University of Illinois at Urbana-Champaign),University of Illinois at Urbana-Champaign
344,Trust and Recall of Information across Varying Degrees of Title-Visualization Misalignment, Zhicheng Liu (Adobe Research),Adobe Research
344,Trust and Recall of Information across Varying Degrees of Title-Visualization Misalignment, Karrie Karahalios (Adobe Research & University of Illinois at Urbana-Champaign),Adobe Research & University of Illinois at Urbana-Champaign
345,RealityCheck: Blending Virtual Environments with Situated Physical Reality, Jeremy Hartmann (University of Waterloo & Microsoft Research),University of Waterloo & Microsoft Research
345,RealityCheck: Blending Virtual Environments with Situated Physical Reality, Christian Holz,Microsoft Research
345,RealityCheck: Blending Virtual Environments with Situated Physical Reality, Eyal Ofek,Microsoft Research
345,RealityCheck: Blending Virtual Environments with Situated Physical Reality, Andrew D. Wilson (Microsoft Research),Microsoft Research
346,Lost in Style: Gaze-driven Adaptive Aid for VR Navigation, Rawan Alghofaili (George Mason University),George Mason University
346,Lost in Style: Gaze-driven Adaptive Aid for VR Navigation, Yasuhito Sawahata (Japan Broadcasting Corporation),Japan Broadcasting Corporation
346,Lost in Style: Gaze-driven Adaptive Aid for VR Navigation, Haikun Huang (University of Massachusetts Boston),University of Massachusetts Boston
346,Lost in Style: Gaze-driven Adaptive Aid for VR Navigation, Hsueh-Cheng Wang (National Chiao Tung University),National Chiao Tung University
346,Lost in Style: Gaze-driven Adaptive Aid for VR Navigation, Takaaki Shiratori (Facebook),Facebook
346,Lost in Style: Gaze-driven Adaptive Aid for VR Navigation, Lap-Fai Yu (George Mason University),George Mason University
347,If It's Important It Will Be A Headline: Cybersecurity Information Seeking in Older Adults, James Nicholson,Northumbria University
347,If It's Important It Will Be A Headline: Cybersecurity Information Seeking in Older Adults, Lynne Coventry,Northumbria University
347,If It's Important It Will Be A Headline: Cybersecurity Information Seeking in Older Adults, Pamela Briggs (Northumbria University),Northumbria University
348,Engaging Lived and Virtual Realities, Aditya Vishwanath (Stanford University),Stanford University
348,Engaging Lived and Virtual Realities, Naveena Karusala (University of Washington),University of Washington
348,Engaging Lived and Virtual Realities, Marisol Wong-Villacres,Georgia Institute of Technology
348,Engaging Lived and Virtual Realities, Neha Kumar (Georgia Institute of Technology),Georgia Institute of Technology
349,Alternative Avenues for IoT: Designing with Non-Stereotypical Homes, Audrey Desjardins,University of Washington
349,Alternative Avenues for IoT: Designing with Non-Stereotypical Homes, Jeremy E. Viny,University of Washington
349,Alternative Avenues for IoT: Designing with Non-Stereotypical Homes, Cayla Key,University of Washington
349,Alternative Avenues for IoT: Designing with Non-Stereotypical Homes, Nouela Johnston (University of Washington),University of Washington
350,Collaborative Futures: Co-Designing Research Methods for Younger People Living with Dementia, Jeanette Bell,University of Technology Sydney
350,Collaborative Futures: Co-Designing Research Methods for Younger People Living with Dementia, Tuck Wah Leong (University of Technology Sydney),University of Technology Sydney
351,I was really really nervous posting it: Communicating about Invisible Chronic Illnesses across Social Media Platforms, Shruti Sannon (Cornell University),Cornell University
351,I was really really nervous posting it: Communicating about Invisible Chronic Illnesses across Social Media Platforms, Elizabeth I. Murnane (Stanford University),Stanford University
351,I was really really nervous posting it: Communicating about Invisible Chronic Illnesses across Social Media Platforms, Natalya N. Bazarova,Cornell University
351,I was really really nervous posting it: Communicating about Invisible Chronic Illnesses across Social Media Platforms, Geri Gay (Cornell University),Cornell University
352,The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance, Majed Al Zayer,University of Nevada
352,The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance, Isayas B. Adhanom,University of Nevada
352,The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance, Paul MacNeilage,University of Nevada
352,The Effect of Field-of-View Restriction on Sex Bias in VR Sickness and Spatial Navigation Performance, Eelke Folmer (University of Nevada),University of Nevada
353,Implementing Multi-Touch Gestures with Touch Groups and Cross Events, Steve Oney,University of Michigan
353,Implementing Multi-Touch Gestures with Touch Groups and Cross Events, Rebecca Krosnick (University of Michigan),University of Michigan
353,Implementing Multi-Touch Gestures with Touch Groups and Cross Events, Joel Brandt (Adobe),Adobe
353,Implementing Multi-Touch Gestures with Touch Groups and Cross Events, Brad Myers (Carnegie Mellon University),Carnegie Mellon University
354,Witchcraft and HCI: Morality, Modernity,Cornell University
354,Witchcraft and HCI: Morality, and Postcolonial Computing in Rural Bangladesh,Cornell University
354,Witchcraft and HCI: Morality, Sharifa Sultana (Cornell University),Cornell University
354,Witchcraft and HCI: Morality, Syed Ishtiaque Ahmed (University of Toronto),University of Toronto
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, Sherry Ruan (Stanford University),Stanford University
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, Liwei Jiang (Colby College),Colby College
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, Justin Xu,Stanford University
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, Bryce Joe-Kun Tham,Stanford University
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, Zhengneng Qiu (Stanford University),Stanford University
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, Yeshuang Zhu (Tsinghua University),Tsinghua University
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, Elizabeth L. Murnane,Stanford University
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, Emma Brunskill,Stanford University
355,QuizBot: A Dialogue-based Adaptive Learning System for Factual Knowledge, James A. Landay (Stanford University),Stanford University
356,The Adventures of Older Authors: Exploring Futures through Co-Design Fictions, Aloha Hufana Ambe,Queensland University of Technology
356,The Adventures of Older Authors: Exploring Futures through Co-Design Fictions, Margot Brereton,Queensland University of Technology
356,The Adventures of Older Authors: Exploring Futures through Co-Design Fictions, Alessandro Soro,Queensland University of Technology
356,The Adventures of Older Authors: Exploring Futures through Co-Design Fictions, Laurie Buys,Queensland University of Technology
356,The Adventures of Older Authors: Exploring Futures through Co-Design Fictions, Paul Roe,Queensland University of Technology
356,The Adventures of Older Authors: Exploring Futures through Co-Design Fictions, (Queensland University of Technology),Queensland University of Technology
357,Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality, Parastoo Abtahi,Stanford University
357,Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality, Benoit Landry,Stanford University
357,Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality, Jackie Yang,Stanford University
357,Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality, Marco Pavone,Stanford University
357,Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality, Sean Follmer,Stanford University
357,Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality, James A. Landay,Stanford University
357,Beyond The Force: Using Quadcopters to Appropriate Objects and the Environment for Haptics in Virtual Reality, (Stanford University),Stanford University
358,Using Presence Questionnaires in Virtual Reality, Valentin Schwind (University of Stuttgart),University of Stuttgart
358,Using Presence Questionnaires in Virtual Reality, Pascal Knierim (Ludwig Maximilian University of Munich),Ludwig Maximilian University of Munich
358,Using Presence Questionnaires in Virtual Reality, Nico Haas (University of Stuttgart),University of Stuttgart
358,Using Presence Questionnaires in Virtual Reality, Niels Henze (University of Regensburg),University of Regensburg
359,Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model, Valentin Schwind (University of Stuttgart),University of Stuttgart
359,Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model, Niklas Deierlein (University of Hagen),University of Hagen
359,Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model, Romina Poguntke (University of Stuttgart),University of Stuttgart
359,Understanding the Social Acceptability of Mobile Devices using the Stereotype Content Model, Niels Henze (University of Regensburg),University of Regensburg
360,Anchoring Effects and Troublesome Asymmetric Transfer in Subjective Ratings, Andy Cockburn (University of Canterbury),University of Canterbury
360,Anchoring Effects and Troublesome Asymmetric Transfer in Subjective Ratings, Carl Gutwin (University of Saskatchewan),University of Saskatchewan
361,Aggregated Visualization of Playtesting Data, Gunter Wallner (Eindhoven University of Technology),Eindhoven University of Technology
361,Aggregated Visualization of Playtesting Data, Nour Halabi (University of Ontario Institute of Technology),University of Ontario Institute of Technology
361,Aggregated Visualization of Playtesting Data, Pejman Mirza-Babaei (University of Ontario Institute of Technology),University of Ontario Institute of Technology
362,Look-From Camera Control for 3D Terrain Maps, Kurtis Danyluk (University of Calgary),University of Calgary
362,Look-From Camera Control for 3D Terrain Maps, Bernhard Jenny (Monash University),Monash University
362,Look-From Camera Control for 3D Terrain Maps, Wesley Willett (University of Calgary),University of Calgary
363,ZeRONE: Safety Drone with Blade-Free Propulsion, Wataru Yamada,NTT DOCOMO
363,ZeRONE: Safety Drone with Blade-Free Propulsion, Hiroyuki Manabe,NTT DOCOMO
363,ZeRONE: Safety Drone with Blade-Free Propulsion, Daizo Ikeda (NTT DOCOMO),NTT DOCOMO
364,Beyond the Patient Portal: Supporting Needs of Hospitalized Patients, Shefali Haldar,University of Washington
364,Beyond the Patient Portal: Supporting Needs of Hospitalized Patients, Sonali R. Mishra,University of Washington
364,Beyond the Patient Portal: Supporting Needs of Hospitalized Patients, Maher Khelifi (University of Washington),University of Washington
364,Beyond the Patient Portal: Supporting Needs of Hospitalized Patients, Ari H. Pollack (Seattle Children's Hospital),Seattle Children's Hospital
364,Beyond the Patient Portal: Supporting Needs of Hospitalized Patients, Wanda Pratt (University of Washington),University of Washington
365,Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms, Rakibul Hasan (Indiana University),Indiana University
365,Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms, Yifang Li (Clemson University),Clemson University
365,Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms, Eman Hassan (Indiana University),Indiana University
365,Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms, Kelly Caine (Clemson University),Clemson University
365,Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms, David J. Crandall (Indiana University),Indiana University
365,Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms, Roberto Hoyle (Oberlin College),Oberlin College
365,Can Privacy Be Satisfying? On Improving Viewer Satisfaction for Privacy-Enhanced Photos Using Aesthetic Transforms, Apu Kapadia (Indiana University),Indiana University
366,An Analytic Model for Time Efficient Personal Hierarchies, William Delamare (Kochi University of Technology & University of Manitoba),Kochi University of Technology & University of Manitoba
366,An Analytic Model for Time Efficient Personal Hierarchies, Ali Neshati,University of Manitoba
366,An Analytic Model for Time Efficient Personal Hierarchies, Pourang Irani (University of Manitoba),University of Manitoba
366,An Analytic Model for Time Efficient Personal Hierarchies, Xiangshi Ren (Kochi University of Technology),Kochi University of Technology
367,Geppetto: Enabling Semantic Design of Expressive Robot Behaviors, Ruta Desai (Carnegie Mellon University),Carnegie Mellon University
367,Geppetto: Enabling Semantic Design of Expressive Robot Behaviors, Fraser Anderson,Autodesk Research
367,Geppetto: Enabling Semantic Design of Expressive Robot Behaviors, Justin Matejka (Autodesk Research),Autodesk Research
367,Geppetto: Enabling Semantic Design of Expressive Robot Behaviors, Stelian Coros (ETH Zurich),ETH Zurich
367,Geppetto: Enabling Semantic Design of Expressive Robot Behaviors, James McCann (Carnegie Mellon University),Carnegie Mellon University
367,Geppetto: Enabling Semantic Design of Expressive Robot Behaviors, George Fitzmaurice,Autodesk Research
367,Geppetto: Enabling Semantic Design of Expressive Robot Behaviors, Tovi Grossman (Autodesk Research),Autodesk Research
368,Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management, Pooja M. Desai (Columbia University Teachers College),Columbia University Teachers College
368,Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management, Elliot G. Mitchell (Columbia University Medical Center),Columbia University Medical Center
368,Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management, Maria L. Hwang (Fashion Institute of Technology),Fashion Institute of Technology
368,Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management, Matthew E. Levine (California Institute of Technology),California Institute of Technology
368,Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management, David J. Albers ( Columbia University Medical Center), Columbia University Medical Center
368,Personal Health Oracle: Explorations of Personalized Predictions in Diabetes Self-Management, Lena Mamykina (Columbia University Medical Center),Columbia University Medical Center
369,Exploring Factors that Influence Connected Drivers to (Not) Use or Follow Recommended Optimal Routes, Briane Paul V. Samson (De La Salle University & Future University Hakodate),De La Salle University & Future University Hakodate
369,Exploring Factors that Influence Connected Drivers to (Not) Use or Follow Recommended Optimal Routes, Yasuyuki Sumi (Future University Hakodate),Future University Hakodate
370,I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping, Guanhong Liu (Tsinghua University),Tsinghua University
370,I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping, Xianghua Ding (Fudan University),Fudan University
370,I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping, Chun Yu (Tsinghua University),Tsinghua University
370,I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping, Lan Gao (Beihang University),Beihang University
370,I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping, Xingyu Chi (Kensington Park School),Kensington Park School
370,I Bought This for Me to Look More Ordinary: A Study of Blind People Doing Online Shopping, Yuanchun Shi (Tsinghua University),Tsinghua University
371,Touchscreen Haptic Augmentation Effects on Tapping Drag and Drop and Path Following, Mitchell L. Gordon (Stanford University),Stanford University
371,Touchscreen Haptic Augmentation Effects on Tapping Drag and Drop and Path Following, Shumin Zhai (Google),Google
372,Opportunities for Automating Email Processing: A Need-Finding Study, Soya Park,Massachusetts Institute of Technology
372,Opportunities for Automating Email Processing: A Need-Finding Study, Amy X. Zhang,Massachusetts Institute of Technology
372,Opportunities for Automating Email Processing: A Need-Finding Study, Luke S. Murray,Massachusetts Institute of Technology
372,Opportunities for Automating Email Processing: A Need-Finding Study, David R. Karger (Massachusetts Institute of Technology),Massachusetts Institute of Technology
373,Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design, Kenny Tsu Wei Choo,Singapore Management University
373,Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design, Rajesh Krishna Balan (Singapore Management University),Singapore Management University
373,Examining Augmented Virtuality Impairment Simulation for Mobile App Accessibility Design, Youngki Lee (Seoul National University),Seoul National University
374,Accessible Gesture Typing for Non-Visual Text Entry on Smartphones, Syed Masum Billah,Stony Brook University
374,Accessible Gesture Typing for Non-Visual Text Entry on Smartphones, Yu-Jung Ko,Stony Brook University
374,Accessible Gesture Typing for Non-Visual Text Entry on Smartphones, Vikas Ashok,Stony Brook University
374,Accessible Gesture Typing for Non-Visual Text Entry on Smartphones, Xiaojun Bi,Stony Brook University
374,Accessible Gesture Typing for Non-Visual Text Entry on Smartphones, IV Ramakrishnan (Stony Brook University),Stony Brook University
375,Gabber: Supporting Voice in Participatory Qualitative Practices, Jay Rainey,Newcastle University
375,Gabber: Supporting Voice in Participatory Qualitative Practices, Kyle Montague (Newcastle University),Newcastle University
375,Gabber: Supporting Voice in Participatory Qualitative Practices, Pamela Briggs (Northumbria University),Northumbria University
375,Gabber: Supporting Voice in Participatory Qualitative Practices, Robert Anderson,Newcastle University
375,Gabber: Supporting Voice in Participatory Qualitative Practices, Thomas Nappey (Newcastle University),Newcastle University
375,Gabber: Supporting Voice in Participatory Qualitative Practices, Patrick Olivier (Monash University),Monash University
376,Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils, Oussama Metatla,University of Bristol
376,Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils, Alison Oldfield,University of Bristol
376,Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils, Taimur Ahmed,University of Bristol
376,Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils, Antonis Vafeas,University of Bristol
376,Voice User Interfaces in Schools: Co-designing for Inclusion with Visually-Impaired and Sighted Pupils, Sunny Miglani (University of Bristol),University of Bristol
377,Programmable Donations: Exploring Escrow-Based Conditional Giving, Chris Elsden (Northumbria University),Northumbria University
377,Programmable Donations: Exploring Escrow-Based Conditional Giving, Ludwig Trotter,Lancaster University
377,Programmable Donations: Exploring Escrow-Based Conditional Giving, Mike Harding,Lancaster University
377,Programmable Donations: Exploring Escrow-Based Conditional Giving, Nigel Davies (Lancaster University),Lancaster University
377,Programmable Donations: Exploring Escrow-Based Conditional Giving, Chris Speed (University of Edinburgh),University of Edinburgh
377,Programmable Donations: Exploring Escrow-Based Conditional Giving, John Vines (Northumbria University),Northumbria University
378,Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception, Aditya Shekhar Nittala (Saarland University),Saarland University
378,Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception, Klaus Kruttwig (INM-Leibniz Institute for New Materials),INM-Leibniz Institute for New Materials
378,Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception, Jaeyeon Lee (Korea Advanced Institute of Science and Technology),Korea Advanced Institute of Science and Technology
378,Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception, Roland Bennewitz,INM-Leibniz Institute for New Materials
378,Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception, Eduard Arzt (INM-Leibniz Institute for New Materials),INM-Leibniz Institute for New Materials
378,Like A Second Skin: Understanding How Epidermal Devices Affect Human Tactile Perception, Jurgen Steimle (Saarland University),Saarland University
379,Exploring Crowdsourced Work in Low-Resource Settings, Manu Chopra,Microsoft Research
379,Exploring Crowdsourced Work in Low-Resource Settings, Indrani Medhi Thies,Microsoft Research
379,Exploring Crowdsourced Work in Low-Resource Settings, Joyojeet Pal,Microsoft Research
379,Exploring Crowdsourced Work in Low-Resource Settings, Colin Scott,Microsoft Research
379,Exploring Crowdsourced Work in Low-Resource Settings, William Thies,Microsoft Research
379,Exploring Crowdsourced Work in Low-Resource Settings, Vivek Seshadri (Microsoft Research),Microsoft Research
380,Using Both Hands: Tangibles for Stroke Rehabilitation in the Home, Mikko Kyto (Aalto University),Aalto University
380,Using Both Hands: Tangibles for Stroke Rehabilitation in the Home, Laura Maye (Aalto University),Aalto University
380,Using Both Hands: Tangibles for Stroke Rehabilitation in the Home, David McGookin (Aalto University),Aalto University
381,Barriers to End-User Designers of Augmented Fabrication, Chandan Mahapatra (Rochester Institute of Technology),Rochester Institute of Technology
381,Barriers to End-User Designers of Augmented Fabrication, Jonas Kjeldmand Jensen (University of Copenhagen),University of Copenhagen
381,Barriers to End-User Designers of Augmented Fabrication, Michael McQuaid (Rochester Institute of Technology),Rochester Institute of Technology
381,Barriers to End-User Designers of Augmented Fabrication, Daniel Ashbrook (University of Copenhagen),University of Copenhagen
382,Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity, Somi Ju,Ulsan National Institute of Science and Technology
382,Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity, Kyung-Ryong Lee,Ulsan National Institute of Science and Technology
382,Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity, Subin Kim,Ulsan National Institute of Science and Technology
382,Bookly: An Interactive Everyday Artifact Showing the Time of Physically Accumulated Reading Activity, Young-Woo Park (Ulsan National Institute of Science and Technology),Ulsan National Institute of Science and Technology
383,Empowering Expression for Users with Aphasia through Constrained Creativity, Timothy Neate,University of London
383,Empowering Expression for Users with Aphasia through Constrained Creativity, Abi Roper,University of London
383,Empowering Expression for Users with Aphasia through Constrained Creativity, Stephanie Wilson,University of London
383,Empowering Expression for Users with Aphasia through Constrained Creativity, Jane Marshall (University of London),University of London
384,The Race Towards Digital Wellbeing: Issues and Opportunities, Alberto Monge Roffarello,Politecnico di Torino
384,The Race Towards Digital Wellbeing: Issues and Opportunities, Luigi De Russis (Politecnico di Torino),Politecnico di Torino
385,Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation, Larissa Pschetz (University of Edinburgh),University of Edinburgh
385,Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation, Kruakae Pothong (University College London),University College London
385,Autonomous Distributed Energy Systems: Problematising the Invisible through Design Drama and Deliberation, Chris Speed (University of Edinburgh),University of Edinburgh
386,Empowering End Users in Debugging Trigger-Action Rules, Fulvio Corno,Politecnico di Torino
386,Empowering End Users in Debugging Trigger-Action Rules, Luigi De Russis,Politecnico di Torino
386,Empowering End Users in Debugging Trigger-Action Rules, Alberto Monge Roffarello (Politecnico di Torino),Politecnico di Torino
387,Mapping the Landscape of Creativity Support Tools in HCI, Jonas Frich,Aarhus University
387,Mapping the Landscape of Creativity Support Tools in HCI, Lindsay MacDonald Vermeulen,Aarhus University
387,Mapping the Landscape of Creativity Support Tools in HCI, Christian Remy,Aarhus University
387,Mapping the Landscape of Creativity Support Tools in HCI, Michael Mose Biskjaer,Aarhus University
387,Mapping the Landscape of Creativity Support Tools in HCI, Peter Dalsgaard,Aarhus University
387,Mapping the Landscape of Creativity Support Tools in HCI, (Aarhus University),Aarhus University
388,Follow the Money: Managing Personal Finance Digitally, Makayla Lewis,Brunel University London
388,Follow the Money: Managing Personal Finance Digitally, Mark Perry (Brunel University London),Brunel University London
389,Crowdworker Economics in the Gig Economy, Jason T. Jacques,University of Cambridge
389,Crowdworker Economics in the Gig Economy, Per Ola Kristensson (University of Cambridge),University of Cambridge
390,Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists, Anna Rudnicka,University College London
390,Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists, Anna L. Cox (University College London),University College London
390,Why Do You Need This? Selective Disclosure of Data Among Citizen Scientists, Sandy J. J. Gould (University of Birmingham),University of Birmingham
391,Frame Analysis of Voice Interaction Gameplay, Fraser Allison,The University of Melbourne
391,Frame Analysis of Voice Interaction Gameplay, Joshua Newn,The University of Melbourne
391,Frame Analysis of Voice Interaction Gameplay, Wally Smith (The University of Melbourne),The University of Melbourne
391,Frame Analysis of Voice Interaction Gameplay, Marcus Carter (The University of Sydney),The University of Sydney
391,Frame Analysis of Voice Interaction Gameplay, Martin Gibbs (The University of Melbourne),The University of Melbourne
392,A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps, Ahed Aladwan,University of Melbourne
392,A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps, Ryan M. Kelly,University of Melbourne
392,A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps, Steven Baker,University of Melbourne
392,A Tale of Two Perspectives: A Conceptual Framework of User Expectations and Experiences of Instructional Fitness Apps, Eduardo Velloso (University of Melbourne),University of Melbourne
393,PicMe: Interactive Visual Guidance for Taking Requested Photo Composition, Minju Kim (Korea Advanced Institute of Science and Technology),Korea Advanced Institute of Science and Technology
393,PicMe: Interactive Visual Guidance for Taking Requested Photo Composition, Jungjin Lee (KAI Inc.),KAI Inc.
394,Power Struggles and Disciplined Designers - A Nexus Analytic Inquiry on Cross-Disciplinary Research and Design, Netta Iivari (University of Oulu),University of Oulu
395,Evaluating Sustainable Interaction Design of Digital Services: The Case of YouTube, Chris Preist,University of Bristol
395,Evaluating Sustainable Interaction Design of Digital Services: The Case of YouTube, Daniel Schien,University of Bristol
395,Evaluating Sustainable Interaction Design of Digital Services: The Case of YouTube, Paul Shabajee (University of Bristol),University of Bristol
396,Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality, Hariharan Subramonyam (University of Michigan),University of Michigan
396,Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality, Steven M. Drucker (Microsoft Research),Microsoft Research
396,Affinity Lens: Data-Assisted Affinity Diagramming with Augmented Reality, Eytan Adar (University of Michigan),University of Michigan
